customer_id,first_name,last_name,income_reported,score_snapshot,state
CUST101258,Carol,Johnson,35651.66,649,GA
CUST100547,Brian,Bond,65355.79,766,IL
CUST102434,Beverly,David,55787.52,745,IN
CUST101095,Sherri,Martin,82713.71,738,GA
CUST101223,Amanda,Rosales,93904.11,715,NC
CUST101589,Donna,Fernandez,42507.67,687,NC
CUST100115,Tracy,Jackson,86925.81,741,MO
CUST100990,Pamela,Macias,56566.26,702,OH
CUST101874,Mark,Adams,62065.96,698,NC
CUST102286,Julie,Bentley,80721.0,756,AZ
CUST102208,Karen,Lambert,40775.05,680,NJ
CUST101131,Christine,Fletcher,0.0,671,NY
CUST100327,Lori,Mclean,64278.46,677,MA
CUST100803,Julia,Stone,91514.75,710,IL
CUST100820,Brianna,Wilcox,72801.7,744,VA
CUST101436,Autumn,Matthews,63389.81,663,IN
CUST100693,John,Blackburn,62295.99,702,CO
CUST100687,Charles,Lopez,19851.11,631,IN
CUST102351,Melanie,Caldwell,53384.05,701,NJ
CUST101527,John,Thomas,67248.32,642,NY
CUST100921,Ashley,Maxwell,23775.54,566,AZ
CUST101610,Julie,Mack,49583.54,704,OH
CUST100758,Steven,Wilkerson,50689.51,717,IN
CUST101098,Karl,Berry,113098.94,715,CA
CUST102484,Anna,Perry,26399.88,640,OH
CUST100543,Toni,Richardson,47810.35,657,WA
CUST101721,Keith,Brown,57840.98,679,TN
CUST101398,Theresa,Lam,35746.43,660,MO
CUST100861,Pamela,Kim,4901.63,496,GA
CUST101142,Tammie,Hansen,36277.16,746,CO
CUST101561,Tammy,Sanders,77363.69,754,NJ
CUST101642,Timothy,Greer,70682.43,725,NY
CUST102294,Miranda,Woods,89084.28,771,NY
CUST100182,Kenneth,Carter,24077.67,747,TN
CUST100359,Michelle,Davis,138865.75,752,VA
CUST100840,Christopher,Sanchez,74185.41,740,CA
CUST101270,Juan,Taylor,48100.85,735,FL
CUST101344,Robert,Woods,92765.17,682,NC
CUST101695,Angela,Valdez,65188.39,727,WI
CUST101664,Robert,Bruce,35108.4,641,GA
CUST100590,Jessica,Wells,12812.92,567,NC
CUST100462,Andrew,Moore,120988.26,807,MI
CUST100839,Michael,Robertson,58410.74,675,GA
CUST100440,Stephen,Guzman,11393.54,666,VA
CUST101053,Mandy,Johnson,95185.93,770,CA
CUST102224,Connie,Frye,38042.65,741,TN
CUST102266,Sharon,Ferguson,37008.74,704,OH
CUST100429,Jose,Gibson,83678.17,696,NC
CUST101529,Stacy,Bates,36879.1,697,MI
CUST100652,Joshua,Simpson,77408.97,760,WA
CUST102419,Andrea,Lynch,31962.54,731,IN
CUST101319,Michael,Rojas,44555.26,733,WI
CUST100664,Allison,Williams,79850.44,789,WA
CUST101992,Ralph,Rogers,65287.61,723,MI
CUST101846,Danielle,Miller,55043.46,792,MA
CUST102314,David,Park,123998.44,759,OH
CUST101752,James,Graham,28394.24,650,FL
CUST101577,Aaron,Luna,28972.91,702,PA
CUST101252,Beth,Arellano,49889.07,684,CO
CUST100922,Edward,Leach,65317.82,700,VA
CUST101838,Christine,Perry,10372.8,521,MA
CUST100173,James,Richardson,136881.74,810,OH
CUST101373,Daisy,Miller,59440.41,661,CO
CUST100275,Shannon,Sampson,114176.63,782,MA
CUST100198,Larry,Arnold,18598.83,659,IL
CUST102461,Sean,Cordova,32170.06,722,NY
CUST101157,Ann,Anderson,66008.54,724,NC
CUST100703,Debra,Hayes,79822.47,772,NJ
CUST101800,Jillian,Black,61958.37,703,CA
CUST102442,Jordan,Smith,49136.77,723,CO
CUST101039,Nicole,Holder,107963.61,743,GA
CUST100879,Felicia,Brown,86055.69,684,WI
CUST100292,Stacy,Nielsen,74976.85,659,FL
CUST100012,Sara,Glover,51794.79,738,MO
CUST102179,Jeremy,Martinez,85560.95,721,FL
CUST101002,Desiree,Schmidt,58905.94,659,NC
CUST100023,Melissa,Jones,49052.96,679,WA
CUST100726,Margaret,Holmes,72425.57,691,MI
CUST101742,Lauren,Perez,67706.62,744,AZ
CUST100389,Marc,Clark,76231.1,714,TN
CUST100684,Daniel,Jones,72854.52,728,CA
CUST102184,Anthony,Blevins,49391.99,613,NC
CUST101297,Whitney,Taylor,47376.46,715,IL
CUST102144,Aaron,Mccullough,61457.93,703,NC
CUST101461,Lisa,Gomez,54473.73,684,CO
CUST100513,David,Flores,67290.53,708,NY
CUST101533,Vickie,Travis,90142.1,791,AZ
CUST100807,Shawn,Scott,63955.07,724,MA
CUST101972,Gregory,Hebert,38763.88,638,MA
CUST100987,Chelsea,Davila,103685.17,767,WI
CUST101388,Theresa,Schultz,70221.1,692,WI
CUST102246,John,Duran,68203.46,755,IL
CUST101539,Mary,Jackson,52836.25,705,OH
CUST100848,Ashley,Mcfarland,41121.61,724,FL
CUST100828,David,Ramirez,106494.96,814,GA
CUST101542,Kimberly,Walker,30430.35,631,WI
CUST101132,Shelby,Wilcox,85440.33,728,NY
CUST100288,Michele,Christensen,50845.86,737,FL
CUST101335,Cynthia,Boyle,95601.68,714,MI
CUST100055,Melissa,Garcia,70214.21,669,TX
CUST102293,Carrie,Duffy,93453.06,768,FL
CUST100121,Eric,Dawson,68676.72,703,TN
CUST101967,Molly,Hanna,10471.0,551,WA
CUST101624,Nicholas,Williams,49602.82,658,TX
CUST100209,Juan,Serrano,139484.11,751,VA
CUST102081,Melody,Martin,22270.22,721,WA
CUST100669,Austin,Mendoza,9909.03,586,CO
CUST100334,Stephanie,Archer,41305.98,658,TN
CUST102241,Heather,Thomas,65968.8,726,PA
CUST100851,Jessica,Johnson,71148.63,741,NY
CUST102173,Gary,Smith,39387.61,677,FL
CUST100888,Raymond,Clark,0.0,648,MO
CUST101921,David,Atkinson,114676.5,752,IL
CUST100813,Tina,Hughes,52425.98,711,NJ
CUST101317,Dustin,Davis,27183.32,680,TX
CUST100834,Daniel,Clements,72577.97,772,MO
CUST101402,Douglas,Myers,154.27,667,TN
CUST100019,Mark,Lin,83327.51,779,WA
CUST100997,Mary,Stone,30166.01,719,NJ
CUST100771,Barbara,Olsen,88564.09,747,AZ
CUST102319,Beverly,Thornton,7662.48,644,NC
CUST100892,Jonathan,Ryan,67609.41,768,AZ
CUST101151,Brian,Lyons,67589.57,655,PA
CUST102271,Jason,Galvan,47624.43,724,TN
CUST100108,Jennifer,Coleman,104599.75,790,AZ
CUST100253,Heidi,Gill,90229.28,695,TX
CUST101696,David,Benjamin,73529.87,685,PA
CUST101262,Daniel,Black,86959.06,756,IN
CUST101929,John,Jones,61441.5,655,CO
CUST100482,Donald,Rose,37081.07,713,NC
CUST101670,Pamela,Daniels,50980.33,677,VA
CUST101491,Betty,Gutierrez,26943.28,676,AZ
CUST101099,Justin,Williams,55179.62,652,WA
CUST102226,Joe,Warren,69793.31,669,IL
CUST101771,Michael,Matthews,29899.56,714,OH
CUST100715,Roberto,Matthews,77912.82,771,TX
CUST101995,Patrick,Kim,93101.33,714,IL
CUST100009,Carlos,Johnson,39367.79,675,VA
CUST100484,Cassie,Jones,42976.83,696,TN
CUST102411,Taylor,Walters,38230.15,747,NC
CUST100678,Regina,Silva,28049.55,668,CO
CUST100222,Michael,Foster,74231.87,751,NJ
CUST102444,Matthew,Lloyd,44134.17,742,CA
CUST101162,Tyler,Smith,9752.11,581,CA
CUST100822,Michelle,Smith,92193.26,734,TN
CUST101886,Thomas,Robinson,50616.85,673,FL
CUST100815,Shane,Taylor,15204.06,554,FL
CUST100705,Laura,Estrada,43449.22,717,MO
CUST100917,Anthony,Lewis,114267.48,773,IL
CUST101034,Jake,Osborne,79442.48,687,IL
CUST100244,Andrea,Austin,72654.29,760,MO
CUST100170,Justin,Nichols,81077.61,742,NC
CUST101892,Jill,Snyder,108875.94,787,IN
CUST102478,Mia,Morales,50101.28,661,IL
CUST101146,Allen,Brooks,76376.48,745,IN
CUST101827,James,Fuller,81349.97,755,WI
CUST100977,Nina,Duran,102418.59,734,MA
CUST102116,Nicholas,Gordon,43363.31,702,IL
CUST101894,Michelle,Russo,66218.44,732,CO
CUST101934,Sarah,Willis,115113.53,818,CO
CUST101005,Carla,Burke,14681.98,646,VA
CUST100866,Steven,Strong,110670.93,795,OH
CUST100030,Brittany,Rivas,132874.93,780,FL
CUST101821,Margaret,Scott,48330.4,691,MI
CUST102158,Bryan,Rodriguez,73398.59,724,WA
CUST101329,Kathleen,Tran,112734.43,762,IN
CUST101731,Thomas,Griffin,89752.58,776,IL
CUST101200,Heather,Brooks,87177.21,745,NC
CUST100391,Kevin,Robbins,54726.13,695,OH
CUST101810,Anthony,Burton,71111.81,689,OH
CUST100973,Frank,Robles,43593.48,732,MA
CUST100117,Daniel,Davis,99255.04,771,PA
CUST101055,Melissa,Adams,112164.37,744,IN
CUST100184,Gina,Smith,53813.18,698,MA
CUST102497,Colleen,Nelson,63898.58,690,PA
CUST102316,Adam,Lopez,78162.03,692,TN
CUST101210,Susan,Wood,83285.03,760,MI
CUST100697,Dylan,Garrett,61241.31,749,PA
CUST102183,Richard,Walls,85917.58,779,NY
CUST100688,Bryan,Snyder,68124.99,717,WA
CUST102332,Sarah,Wells,65575.74,793,MO
CUST100719,Jeanette,Hurst,98482.29,753,TN
CUST101987,Hannah,Hernandez,73955.73,698,PA
CUST100706,James,Henderson,64339.01,721,WA
CUST101980,Sarah,Brown,41317.79,687,CO
CUST100210,Kelsey,Quinn,68750.44,711,VA
CUST100083,Michael,Herring,78999.51,726,GA
CUST102450,Renee,Pierce,109154.31,758,FL
CUST101575,Joan,Allen,36918.85,764,NJ
CUST100466,Kaylee,Anderson,88585.01,727,GA
CUST100475,Lisa,Parker,64855.36,767,FL
CUST101138,Amy,Miller,3787.38,609,WA
CUST100946,Christina,Wilcox,21711.07,572,GA
CUST101797,Theresa,Peterson,14444.43,577,MO
CUST101391,Michael,Gonzalez,66811.18,716,GA
CUST101022,Noah,Sanchez,52448.91,719,NY
CUST100947,Ronald,Hunter,91820.36,779,PA
CUST101113,Jacob,Brown,102080.19,731,GA
CUST101071,Tyler,Garcia,66381.17,689,NC
CUST100268,Marcia,Williams,14492.8,671,MA
CUST100806,Christina,Martinez,56172.27,770,NJ
CUST100397,Krista,Gibson,93686.09,752,CO
CUST100845,Chad,Brown,75764.48,717,NC
CUST102235,Stefanie,Lynch,131581.53,769,OH
CUST102212,Carla,Smith,103832.61,755,VA
CUST100150,Miguel,Carter,132594.39,796,NJ
CUST100373,Zachary,Jones,6168.92,593,MO
CUST100307,Jeffrey,Ruiz,19468.08,635,GA
CUST100003,Jacqueline,Sutton,45523.44,684,MA
CUST101694,Jennifer,Cole,74708.22,680,TN
CUST102365,Amber,Conway,28888.18,656,TX
CUST101724,Samantha,Barrera,67792.6,658,IL
CUST100631,Michael,Scott,65838.93,756,MI
CUST102054,Sarah,Sanchez,51372.23,705,IL
CUST100110,Stacy,Hobbs,60607.64,653,MO
CUST101096,Jodi,Adams,46392.42,691,AZ
CUST101289,Donna,Mcintosh,79.42,606,VA
CUST102337,Chad,Cannon,79241.23,684,WI
CUST100154,Christopher,Wright,95485.1,774,NY
CUST101555,Lori,Wilson,28974.77,702,VA
CUST100708,Bryan,Hammond,82441.35,748,NY
CUST102124,Alicia,Zhang,80778.39,721,AZ
CUST100168,Melissa,Johnson,64696.14,724,IN
CUST100875,Stephanie,Christensen,70768.95,701,CO
CUST101010,William,Preston,55101.23,640,NJ
CUST101760,Michael,Smith,70945.86,728,AZ
CUST101222,Brian,Nguyen,37810.44,650,TX
CUST100313,Michael,Wong,66426.02,661,MI
CUST101442,Elizabeth,Herrera,112923.19,743,NJ
CUST101021,Christine,Bush,78122.21,676,FL
CUST100367,Robert,Stewart,76762.32,799,VA
CUST102288,Caitlin,Hendricks,48453.77,634,GA
CUST101991,Olivia,Barker,71696.66,722,VA
CUST100584,Connor,Stephens,40534.38,733,PA
CUST101977,Brent,Stuart,148597.2,783,CO
CUST101811,John,Dunn,63679.37,734,FL
CUST101469,Jay,Bradley,64814.19,750,NJ
CUST100945,Austin,Martinez,72019.73,711,MO
CUST102259,Franklin,Scott,110987.59,751,MI
CUST100046,Alicia,Bryant,84401.73,726,IN
CUST100343,Steven,Castro,101086.13,768,PA
CUST100929,Melissa,Martinez,22958.29,705,NC
CUST102298,Sarah,Hernandez,94794.98,750,MI
CUST101718,Isaac,King,49886.69,713,NC
CUST101738,Jennifer,Campos,86130.67,702,CA
CUST100889,Kristen,Rivers,46225.55,646,CA
CUST100456,Whitney,Barron,50947.68,680,NC
CUST101655,Mallory,Moore,0.0,688,NC
CUST100020,Samuel,Joyce,95824.16,726,NC
CUST100031,Cynthia,Poole,42357.73,653,NC
CUST100450,Robert,Pierce,73985.8,764,NJ
CUST101432,Jonathan,Choi,47451.52,690,CO
CUST100507,Johnny,Ortiz,40167.3,681,MO
CUST101798,Jeffrey,Joseph,74589.13,730,IL
CUST100646,Todd,Willis,44951.14,618,NJ
CUST101327,Christy,Lee,88794.53,753,TX
CUST100735,Jeremy,Richardson,109599.41,773,OH
CUST100881,Katelyn,Morgan,0.0,660,NY
CUST102034,Eduardo,Ramirez,34918.87,692,MI
CUST102048,Charles,Cole,68144.31,682,TX
CUST100066,Robert,Wilson,72013.83,697,AZ
CUST100194,Dennis,Porter,25576.22,630,TX
CUST102279,Alan,Garcia,28742.36,733,NJ
CUST100941,Samantha,Thomas,52375.43,701,TX
CUST102071,Ronald,Powell,112851.88,753,GA
CUST100200,Megan,Turner,36747.07,781,NC
CUST100970,Karen,Blair,93106.92,710,OH
CUST100617,Carmen,Evans,86807.54,680,MO
CUST102384,Arthur,Wilson,31935.62,754,AZ
CUST100016,Joseph,Freeman,51265.55,642,NJ
CUST101031,Christian,Crawford,10876.09,583,IL
CUST102027,Faith,Conrad,18441.29,559,NC
CUST100737,James,Marquez,46535.34,664,NY
CUST100773,Eileen,Burns,45938.27,707,WA
CUST102067,Karen,West,63029.57,704,MO
CUST101420,Glenn,Roth,64804.94,777,OH
CUST100060,Elijah,Leblanc,23778.86,656,FL
CUST101316,Christian,Cooper,84848.67,729,WA
CUST102313,Lisa,Robinson,49284.51,672,NY
CUST101505,Devon,Underwood,39279.76,677,MI
CUST100065,Tyler,Jordan,121115.69,779,OH
CUST100338,John,Young,31619.33,726,FL
CUST100760,Alexis,Jordan,87787.99,714,NY
CUST101476,Christopher,Acosta,102783.77,766,GA
CUST100867,Sean,Johnson,19562.62,675,WA
CUST100847,Sandra,Lindsey,43401.82,699,AZ
CUST101496,Carol,Haas,60859.89,728,PA
CUST101913,Nicholas,Brown,33616.43,680,WA
CUST102267,Jacob,Jackson,54633.95,682,NJ
CUST101130,Lisa,Simpson,61091.62,771,WA
CUST101495,Lauren,Atkinson,63616.41,749,TX
CUST101164,Chris,George,78862.84,689,OH
CUST102094,Monica,Bailey,40918.97,727,IL
CUST100769,Jeffery,Erickson,13158.23,618,TN
CUST101753,Dalton,Woods,30331.49,713,MA
CUST100388,Michael,Chen,84907.0,702,IL
CUST101530,Chelsea,Fernandez,53201.76,683,WI
CUST101862,Julie,Hughes,68677.82,749,GA
CUST101853,James,Ingram,98135.9,712,MI
CUST100996,Christine,Washington,77849.72,728,IL
CUST102368,Nicholas,Wells,108088.84,729,MO
CUST101054,Kara,Martinez,87657.13,789,TX
CUST100846,Krystal,Roy,13093.99,638,CA
CUST100178,Lindsey,Hines,58848.29,772,CA
CUST100208,Leslie,Patterson,63575.6,698,FL
CUST100694,Andrew,Dixon,79509.46,793,TX
CUST101814,Antonio,Scott,56565.37,711,NY
CUST100757,Victoria,Salazar,15819.58,668,MO
CUST101905,Mary,Murray,65637.29,708,WA
CUST101535,Austin,Mann,46817.23,715,TN
CUST102073,Calvin,Rodriguez,84843.68,764,NJ
CUST101681,Christopher,Adams,33428.38,699,PA
CUST102312,Michelle,Serrano,51831.74,791,VA
CUST101245,Michael,Byrd,112143.08,822,IL
CUST101902,Louis,Jones,25023.65,618,IN
CUST100080,Nina,Stewart,50317.94,733,IN
CUST100718,Matthew,Vega,16528.2,519,PA
CUST100088,George,Weber,84832.53,682,NJ
CUST101075,Michael,Martinez,116735.02,736,PA
CUST100515,Allison,Garrison,95699.43,744,IN
CUST102388,Micheal,Arnold,67934.25,732,TX
CUST101933,David,Alexander,44828.61,679,TN
CUST100895,Jacob,Thompson,42541.14,695,IL
CUST100707,Heather,Nelson,16725.05,566,IL
CUST100056,Brenda,Li,100722.29,711,GA
CUST100681,Troy,Howell,123501.76,722,WI
CUST200000,Matthew,Kaiser,60094.15,766,CA
CUST200001,Kenneth,Miller,23531.06,750,NY
CUST200002,Laura,Johnson,46615.15,502,CA
CUST200003,Joshua,Harper,48715.88,575,CA
CUST200004,Alicia,Ford,72614.5,586,TX
CUST200005,Andrew,Walker,39617.72,769,NY
CUST200006,Tonya,Vargas,69620.18,724,CA
CUST200007,Samantha,Harrison,32317.75,517,TX
CUST200008,Shane,Gonzalez,70200.05,612,TX
CUST200009,Kevin,Baker,42884.82,750,TX
