customer_id,first_name,last_name,date_of_birth,age,state,branch_id,email,phone,employment_status,employment_length_years,annual_income,credit_score,customer_since
CUST100503,Chris,Kirk,1993-11-26,32,CO,BR102,peterhenry@example.org,(217)313-6657x22402, Employed ,10.9,39459.88,652,2026-04-13
CUST101172,Shawn,Mullen,1972-06-15,54,FL,BR108,nlee@example.com,523-286-0205x089,Unemployed,0.0,,667,2026-05-23
CUST102284,Nicholas,Holland,1989-04-25,37,OH,BR109,danieladams@example.com,001-619-480-7027x292,SE,3.3,57025.57,733,2021-08-08
CUST101368,Joshua,Rivas,1971-09-25,54,MI,BR105,elizabeth71@example.net,+1-503-480-3514x895,Self-Employed,3.0,46313.72,684,2025-11-27
CUST102148,  Amanda  ,Chavez,1992-10-24,33,MA,BR105,woodsbeth@example.com,756-261-9667x601,Employed,15.0,50724.18,707,2022-05-30
CUST101366,Tina,Church,1987-02-14,39,MI,BR104,robbinsandrew@example.org,+1-789-885-6643x0165,EMPLOYED,14.5,71433.06,680,2023-09-26
CUST101324,Rebecca,Rodriguez,1990-08-15,36,TN,BR101,,386-539-9454,Self-Employed,2.7,69336.5,668,2022-07-07
CUST101690,Danielle,Thomas,1983-03-04,43,WA,BR103,vsmith@example.com,301.925.9283x397,Employed,0.4,47351.71,707,2021-04-19
CUST100085,Jennifer,Ho,1969-07-29,57,TX,BR109,laurahicks@example.org,923.470.5895,Employed,9.8,104374.35,748,2020-11-07
CUST101477,Carl,Abbott,2008-05-02,18,NJ,BR105,phill@example.org,491.893.2528,Employed,0.0,,765,2023-09-25
CUST102256,Tracy,Berry,1974-09-18,52,FL,BR102,ian56@example.com,(808)331-3001,Employed,14.5,64534.62,719,2021-03-16
CUST101571,Krystal,Chase,2000-07-12,26,NY,BR108,allenlisa@example.net,784-737-7006x279,Employed,8.0,81217.29,684,2024-10-17
CUST102101,  Amanda  ,Gonzalez,1989-07-17,37,VA,BR101,patricia00@example.net,5662584843,Employed,2.1,67752.06,654,2023-01-03
CUST100799,Lori,Osborn,1976-11-28,49,IN,BR105,willismatthew@example.com,982-998-0365,Employed,1.5,35285.31,730,2015-08-29
CUST101350,Seth,Hickman,1980-06-22,46,CA,BR104,tsimmons@example.net,877-861-8687x0479,,5.0,110343.81,789,2021-09-26
CUST102485,Lauren,Valdez,1989-11-06,36,TN,BR108,melissaglover@example.org,374.934.0305x7925,Employed,18.0,76458.66,730,2015-01-20
CUST100684,Daniel,Jones,1988-07-13,38,CA,BR109,calvin93@example.org,700-359-1297,Employed,3.1,75049.12,717,2020-11-10
CUST102463,Heather,Foley,1966-06-14,60,TN,BR110,msmith@example.net,(421)777-5990,Employed,7.5,55623.26,708,2023-04-27
CUST101704,Stephen,Harris,1986-04-15,40,MI,BR105,elizabethlewis@example.net,435-238-1157x50927,Unemployed,0.0,23274.4,568,2020-12-15
CUST100983,Jeffrey,Foley,1977-07-29,49,GA,BR104,fuenteschristopher@example.org,421-854-8158, Employed ,20.3,75564.12,704,2019-10-31
CUST100028,Jason,Murphy,1987-02-07,39,MA,BR108,aramirez@example.com,270-580-5310,Employed,5.1,74505.32,692,2014-09-12
CUST100569,Mary,Foster,1977-09-16,49,PA,BR110,kellymartin@example.com,,SE,0.7,41676.58,683,2030-01-01
CUST100105,Erin,Love,1972-03-01,54,NC,BR100,gdavis@example.com,9726867908,Employed,1.5,26225.91,721,2022-07-07
CUST101552,Kristi,Rojas,1983-08-30,43,IN,BR102,natalie40@example.net,001-329-236-3409x412,Employed,4.1,55709.99,657,2017-02-12
CUST100153,  Sherry  ,Taylor,1989-12-16,36,GA,BR107,moorefrank@example.com,261-585-3747x41124,Employed,1.3,51322.24,688,2024-03-11
CUST101320,Michelle,Perry,1989-11-25,36,PA,BR101,mcarlson@example.com,278.881.1938,Employed,0.5,76999.13,698,2019-08-21
CUST100954,Tyler,Ballard,1985-03-05,41,OH,BR107,woodsaaron@example.org,3424620197,Employed,10.6,59830.64,657,2022-08-07
CUST100253,Heidi,Gill,1994-02-27,32,TX,BR102,fhansen@example.com,+1-393-389-8331x4659,employed,0.3,95071.21,685,2021-09-29
CUST100342,Edward,Jennings,1977-11-14,48,AZ,BR109,megan65@example.org,,Employed,2.7,119064.25,813,2015-05-22
CUST102183,Richard,Walls,1991-12-17,34,NY,BR110,fthomas@example.org,7455098063,Employed,16.0,93884.64,781,2015-04-27
CUST101235,Barbara,Doyle,1979-01-01,47,MA,BR102,bmorrison@example.net,+1-804-752-8986x0610,EMPLOYED,7.6,46155.24,676,2017-12-29
CUST100767,David,Ray,1979-01-16,47,VA,BR111,halljoshua@example.net,001-381-789-8484x16046,Employed,2.3,"$30,420.33",702,2015-09-27
CUST100454,Terri,Zimmerman,1998-06-13,28,NC,BR107,erikabarnes@example.com,(575)678-4468,Employed,4.5,93636.84,729,2021-03-16
CUST102011,Olivia,Davis,1999-05-22,27,MO,BR110,garciarichard@example.net,5237628019,Employed,1.1,118893.7,725,2025-12-20
CUST101490,Aaron,Brooks,1979-12-06,46,NY,BR103,caleb06@example.org,(764)397-0084x45801,Employed,11.9,106073.0,751,2019-01-11
CUST101147,Christopher,Schultz,1999-08-11,27,MO,BR100,mary98@example.net,503-290-9120,Employed,8.9,70080.05,749,2013-11-10
CUST102337,Chad,Cannon,1978-10-05,47,WI,BR105,hollymcdonald@example.com,806.977.7983,Employed,5.3,"$75,011.20",675,2018-07-26
CUST101859,Sarah,Shelton,2007-10-07,18,WA,BR100,rodneythomas@example.net,802-280-0417x70734,Employed,0.0,,679,2021-10-05
CUST100257,Tiffany,Garcia,1975-02-07,51,CO,BR103,todd98@example.org,(638)778-0038,Employed,7.4,70338.82,710,2019-01-12
CUST100245,Jennifer,Smith,1964-12-11,61,Texas,BR108,,605.386.5094x801,Employed,14.9,,732,2025-10-25
CUST100918,Regina,Parks,1994-06-22,32,WA,BR101,dwayne56@example.org,8062799006,Employed,14.0,87364.86,747,2012-10-27
CUST100730,Jennifer,Mitchell,1972-09-13,54,IL,BR108,jerrymontgomery@example.net,001-248-453-2089x53263,Employed,6.2,72594.91,738,2013-01-30
CUST101686,Chad,Thompson,1983-10-19,42,NC,BR107,,+1-632-735-3933x054,self-employed,5.3,26313.28,657,2026-03-03
CUST102166,Michael,Richardson,2005-06-27,21,NC,BR105,ericmcconnell@example.com,(408)539-7317x525,unemployed,0.0,,565,2013-12-02
CUST100279,Ronald,White,1990-10-11,35,CO,BR104,tjensen@example.com,981.679.2171,Employed,4.2,98252.25,750,2021-12-07
CUST100821,Gregory,Maldonado,2008-07-28,0,IN,BR107,ricky53@example.net,001-570-879-8661x77067,Employed,0.0,94135.93,716,2019-06-16
CUST102208,Karen,Lambert,1957-05-06,69,NJ,BR101,justin62@example.net,326.617.3460x87363,Retired,0.0,45167.64,686,2020-02-20
CUST100390,Maria,Howard,1998-07-15,28,NC,BR100,marycain@example.org,775-537-0304,Employed,4.1,12874.73,685,2013-01-24
CUST101205,Joanna,Knight,2001-12-24,24,AZ,BR110,davismichelle@example.com,238.722.2240,Employed,0.2,23660.68,694,2015-03-09
CUST101555,Lori,Wilson,1976-12-18,49,VA,BR100,hernandezkerri@example.net,638-213-0149,Employed,13.8,27319.21,704,2014-02-24
CUST100633,Judy,Patrick,1984-09-09,42,WI,BR102,michaelbuckley@example.org,2732465495,Employed,11.3,57813.47,722,2016-09-01
CUST100392,  Faith  ,Cunningham,1981-04-16,45,GA,BR105,chapmanjulie@example.org,293-884-3089x487,Employed,2.4,85209.17,749,2021-04-14
CUST102319,Beverly,Thornton,1961-10-02,64,NC,BR108,richgrace@example.com,212-545-2292x4567,Retired,0.0,,649,2020-04-21
CUST101339,Olivia,Vega,1975-12-26,50,PA,BR106,justinclark@example.com,+1-569-985-0450x566,Self_Employed,3.4,89763.42,738,2016-11-03
CUST102369,Roger,Collins,1973-06-11,53,New York,BR108,iwilliamson@example.net,001-496-476-2182x2479,Employed,2.0,96661.13,795,2015-07-26
CUST100006,Aaron,Bowen,1992-11-18,33,NY,BR100,teresa28@example.org,+1-948-293-2528x8095,Employed,5.1,,706,2013-05-23
CUST102005,David,Bell,1986-02-27,40,TN,BR102,eric55@example.com,683-326-2138,Employed,13.0,45030.29,733,2024-08-06
CUST102006,Charles,Smith,1968-01-31,58,GA,BR111,joshua25@example.org,950.456.8808x4820,Self-Employed,10.4,50365.72,723,2018-09-30
CUST100839,Michael,Robertson,1980-09-24,45,GA,BR101,samantharoberts@example.org,332.281.2312x39204,Employed,0.7,58949.0,689,2017-05-08
CUST101999,Sierra,Clark,2008-04-21,18,IN,BR101,LSUMMERS@EXAMPLE.NET,666-888-1303,Employed,0.0,73936.08743583011,950,2020-09-18
CUST100660,Amanda,Daugherty,1980-03-22,46,CO,BR110,wigginsrita@example.net,(392)672-8270x908, Employed ,0.1,78766.49,706,2025-09-02
CUST102269,Tony,Henry,1996-05-17,30,AZ,BR103,jennifer61@example.net,859-453-3841,Employed,2.0,,723,2025-07-05
CUST100741,Shannon,Garza,1989-06-22,37,NJ,BR104,deborahturner@example.org,(703)574-7677,Self-Employed,15.3,8358.15,670,2018-08-20
CUST100532,Craig,Chapman,1976-01-05,50,MI,BR106,elizabeth66@example.net,876-262-0471,Employed,0.1,69063.14,796,2020-05-20
CUST100754,Marvin,Flores,1985-01-03,41,IN,BR111,jennifergraham@example.org,+1-289-243-7052x6351,Employed,2.5,41940.86,746,2024-04-09
CUST102454,Nicholas,Stephens,2004-01-07,22,IN,BR102,derek63@example.org,238.584.6519,Employed,4.0,50183.3,739,2022-05-11
CUST102488,Darren,Horton,1982-04-19,44,FL,BR106,bradley11@example.org,649-668-9509x291,,1.7,43738.23,661,2017-01-12
CUST101257,James,Haney,1986-08-05,40,TN,BR111,rodneyhayes@example.net,(608)628-9671x3605,Employed,5.5,121604.16,786,2025-01-04
CUST101070,William,Stokes,1951-11-17,74,CA,BR105,hfoley@example.com,438.555.1281x7751,Self-Employed,5.5,95578.47,728,2020-07-23
CUST101123,Kelly,Bennett,1965-08-23,61,GA,BR105,meganvance@example.com,9557364818,EMPLOYED,2.8,,699,2023-05-06
CUST102048,Charles,Cole,1972-05-07,54,TX,BR101,joseph98@example.net,001-938-203-7473x81133,Employed,0.3,70623.01,694,2021-09-26
CUST100273,Emily,Hendricks,1961-01-23,65,PA,BR104,brewertimothy@example.net,285.576.0849x588,,0.0,27484.18,695,2020-05-03
CUST100942,Debra,Shelton,1976-07-26,50,NJ,BR110,rodriguezjames@example.org,+1-808-765-2377x7296,Employed,5.5,91044.9,775,2017-10-16
CUST101840,Tracy,Wright,2007-12-12,18,IN,BR102,wjones@example.net,(928)459-9475x763,Employed,0.0,25490.21,773,2020-07-27
CUST100972,Christian,Berger,1983-12-08,42,TN,BR106,jessicahawkins@example.com,223.303.4202x8471,Employed,7.9,93915.8,771,2018-07-02
CUST101897,Lucas,Merritt,1979-05-03,47,VA,BR101,christophercannon@example.org,856.930.3282,SELF-EMPLOYED,5.4,67314.18,670,2014-07-27
CUST100116,William,Brooks,1970-09-25,55,IL,BR103,bhopkins@example.org,+1-286-800-8484,Unemployed,0.0,14996.53,563,2023-10-01
CUST100259,Susan,Salazar,1998-02-08,28,MI,BR109,robertberry@example.com,495-878-2329x8324,Self Employed,10.0,12234.24,625,2026-07-30
CUST100525,Shawn,Robinson,1981-01-07,45,CO,BR102,brownkevin@example.com,(400)542-5488x214, Employed ,14.7,46697.38,736,2018-03-03
CUST102358,Brandon,Gonzalez,1976-07-26,50,WI,BR110,margaret00@example.com,567.875.5005x35760,SELF-EMPLOYED,8.7,46734.73,740,2024-07-13
CUST101558,Michelle,Rodriguez,1986-01-17,40,OH,BR108,kimberlyjohnson@example.org,749-256-0714x876,Employed,5.0,114498.39,749,2024-01-19
CUST101237,James,Sharp,1988-03-27,38,IL,BR100,daniellesweeney@example.com,647-472-5084x232,self-employed,2.9,82267.58,696,2014-11-23
CUST101741,Eric,Ford,2000-12-15,25,TN,BR107,schwartzdonna@example.org,001-207-532-4668x99749,Employed,2.4,93662.33,691,2021-04-04
CUST100852,Felicia,Garrett,1990-07-07,36,MA,BR109,sandraheath@example.net,+1-352-229-4620x93556,Unemployed,0.0,,542,2023-09-27
CUST101035,  Madison  ,Stewart,1998-10-01,27,MA,BR103,julia17@example.org,001-528-817-0744,Employed,1.1,27550.39,723,2012-07-11
CUST101624,Nicholas,Williams,1985-02-07,41,TX,BR102,amberbooker@example.com,587-312-0753x13685,Employed,2.8,53217.74,651,2017-04-06
CUST100271,Tyler,Daniel,1992-05-03,34,GA,BR110,lvasquez@example.net,843.801.0713,Employed,16.0,57153.63,693,2012-05-26
CUST100063,Christopher,Moreno,1970-09-11,56,FL,BR100,vbarnes@example.org,(645)999-1022x901,employed,10.3,65671.28,691,2021-08-06
CUST101402,Douglas,Myers,1995-09-19,31,TN,BR111,fordgregory@example.com,219.436.2526,employed,0.4,170.69,675,2014-04-28
CUST100359,Michelle,Davis,1982-09-09,44,VA,BR103,frankchan@example.com,+1-521-947-6492x5158,Employed,10.1,128086.82,764,2018-05-15
CUST101510,  Barbara  ,Burke,1984-09-16,42,IL,BR104,erika60@example.org,923.769.6269x02220,Unemployed,0.0,5693.46,589,2025-11-17
CUST101214,Diana,Neal,1979-07-04,47,CO,BR107,johnsonandrew@example.org,226.407.2014x8967,Employed,4.9,48974.06,665,2017-06-28
CUST102309,Jorge,Clark,1987-11-17,38,IN,BR110,yphillips@example.com,001-280-905-5733,Unemployed,0.0,17288.43,594,2021-01-10
CUST100292,Stacy,Nielsen,2000-03-14,26,FL,BR106,noahthornton@example.com,,Employed,3.5,72299.81,669,2020-10-30
CUST100468,Stephanie,Gibbs,1978-04-01,48,TX,BR106,carolhorton@example.org,809-803-6788x1278,Employed,9.8,"$57,251.79",747,2017-09-14
CUST100044,Robert,Villa,2000-07-07,26,MO,BR102,lori44@example.net,001-872-978-7558,Unemployed,0.0,17939.32,548,2025-08-22
CUST101493,Matthew,Berg,1986-11-24,39,New York,BR111,,915-925-5862, Self-Employed ,4.6,47042.77,628,2022-03-24
CUST101579,Eric,Potter,1982-08-27,44,WI,BR109,piercefrank@example.org,(779)590-9666x0286,Employed,1.0,44503.95,670,2019-12-02
CUST100126,Melanie,Pope,1985-10-17,40,IN,BR106,ttaylor@example.org,,Employed,1.6,37083.7,695,2023-07-09
CUST101515,Jane,Diaz,2000-12-25,25,MI,BR103,derrick47@example.com,7964064724,Unemployed,0.0,17673.44,595,2017-02-13
CUST100686,Tyler,Mccarthy,1986-06-07,40,TX,BR109,rroberts@example.net,4725801234,Employed,1.9,48583.91,739,2022-03-02
CUST100352,Henry,Sparks,2007-11-30,18,MI,BR103,robertsjose@example.net,835.897.1072x563,Employed,0.0,77207.77,789,2022-09-15
CUST102452,Victor,Palmer,1977-06-19,49,GA,BR106,donaldmatthews@example.com,339-300-2950,Employed,11.7,42825.53,738,2016-04-03
CUST101323,Jessica,Munoz,1985-01-01,41,PA,BR109,dustinmorris@example.com,674-919-2581,Employed,10.4,"$20,098.87",640,2024-08-31
CUST101192,Laura,Bradford,1998-01-09,28,VA,BR104,paul15@example.net,,Employed,10.0,0.0,605,2011-12-02
CUST102307,Matthew,Rios,1993-09-18,33,OH,BR110,nataliescott@example.com,001-453-906-1139x0045, Employed ,11.0,101550.76,694,2017-02-24
CUST101089,Carmen,Edwards,2000-01-22,26,MI,BR105,stephaniewilson@example.org,863.417.7495x4210,Self-Employed,5.7,,709,2020-08-08
CUST101274,Michele,Vargas,1983-01-21,43,NC,BR111,vanessajimenez@example.org,700-302-0860x1460,Employed,6.0,33382.11,717,2020-07-06
CUST100198,Larry,Arnold,1980-09-13,46,IL,BR107,manningjames@example.com,459.389.3347,Employed,7.0,19535.62,660,2014-07-06
CUST100168,Melissa,Johnson,1976-02-13,50,IN,BR107,davidtodd@example.org,(433)620-6163,Employed,1.2,-62554.8,728,2016-06-29
CUST100589,Michael,Santana,1992-10-30,33,VA,BR109,robertcook@example.net,925-942-7820,Self Employed,3.4,123629.5,682,2020-07-30
CUST102031,Maria,Miller,1991-03-31,35,MI,BR111,anthonysanchez@example.com,496.856.4001x9154,Employed,12.3,100148.66,791,2022-07-04
CUST100618,Kevin,Camacho,1988-09-04,38,NY,BR101,matthewbyrd@example.net,871-627-0587x7221,Employed,2.5,"$93,474.21",783,2013-02-18
CUST100420,Robert,Saunders,2000-08-11,26,NJ,BR106,gbird@example.net,+1-792-441-9562,Employed,1.0,0.0,659,2021-03-15
CUST101120,Jennifer,Wilkerson,1978-05-30,48,MI,BR111,kgarrison@example.com,(262)408-0820x3917,self-employed,4.9,43677.68,624,2026-07-22
CUST101561,Tammy,Sanders,1982-08-02,44,NJ,BR101,michelletaylor@example.org,270.907.1580,Employed,4.2,73849.67,752,2024-08-26
CUST100751,Craig,Davies,1971-01-13,55,TN,BR108,mcneilchristina@example.org,(367)614-9498,EMPLOYED,1.0,,677,2013-10-16
CUST100939,Melissa,Allen,1960-11-27,65,VA,BR107,rberg@example.org,259.614.2614,Retired,0.0,6309.23,664,2021-06-06
CUST101176,Scott,Stevens,1992-04-15,34,PA,BR111,amanda75@example.net,(414)718-6482x308,Employed,10.5,72265.62,740,2023-06-17
CUST100921,Ashley,Maxwell,1990-05-21,36,AZ,BR108,kristinaparker@example.org,200-890-6053,unemployed,0.0,,567,2019-05-04
CUST101027,Kathleen,Santana,1978-04-25,48,NY,BR111,eharris@example.com,+1-558-233-3647x7041,Employed,11.1,64902.56,654,2020-09-30
CUST101453,Alejandra,Lindsey,1998-01-31,28,MO,BR103,dustinmoore@example.com,+1-860-902-2302x3405,Employed,0.7,81852.33,719,2018-06-17
CUST102297,Daniel,Jones,1994-01-22,32,NY,BR100,garzadeborah@example.org,+1-475-395-5942,Employed,3.3,57326.98,688,2021-08-24
CUST100042,Michael,Avila,1992-11-29,33,WI,BR101,nwolf@example.com,+1-424-677-1093,Employed,1.2,70038.6,725,2019-12-10
CUST100872,Ann,Garcia,1997-09-26,28,IN,BR111,ernestmahoney@example.net,001-536-248-8208x93486,Employed,5.6,113696.9,733,2024-11-08
CUST100137,Tracy,Ray,1977-05-26,49,NJ,BR109,,+1-716-384-5775x9017,Employed,2.3,37031.6,693,2023-08-05
CUST102194,Ruth,Guerrero,1991-01-17,35,MA,BR111,lopezjulia@example.com,(822)580-9541x75401,Employed,1.9,25468.3,718,2026-04-22
CUST100947,Ronald,Hunter,1963-12-13,62,PA,BR110,harrisonchristopher@example.org,+1-470-582-6971, Employed ,11.4,95226.38,767,2017-05-29
CUST102423,Erin,White,1986-06-08,40,VA,BR102,sullivankelly@example.org,001-822-392-5384x18757,Employed,2.6,59247.14,682,2019-01-12
CUST101626,Joseph,Harris,1993-03-09,33,TN,BR109,larsoncheryl@example.com,415-833-3497,Self_Employed,5.4,27288.07,694,2024-04-14
CUST100248,Jonathan,Nixon,1982-08-26,44,WI,BR104,,5495082404,Self-Employed,6.0,59393.1,727,2024-06-27
CUST101357,Ashley,Kelley,1979-06-27,47,OH,BR105,oconnorvictoria@example.net,446-334-2924,Self-Employed,1.6,56262.77,674,2022-01-02
CUST100681,Troy,Howell,1977-09-16,49,WI,BR104,xfrey@example.com,584.680.7520,Employed,1.2,117470.13,729,2015-08-25
CUST100107,  Molly  ,Knox,1980-02-08,46,PA,BR111,qmiller@example.net,(251)228-6823,Unemployed,0.0,17428.09,629,2026-04-27
CUST100419,Jamie,Weaver,1986-11-30,39,CO,BR110,nmartinez@example.org,(652)706-5063x731,EMPLOYED,11.4,54410.41,722,2012-05-18
CUST101726,Cole,Gutierrez,1983-01-28,43,MI,BR107,daniel10@example.net,(674)351-3636x59050,Employed,2.4,30574.63,659,2019-01-19
CUST101848,Terry,Flores,1995-06-19,31,GA,BR103,chad39@example.com,(635)229-4614x2620,Self-Employed,5.1,131829.89,715,2019-05-08
CUST100078,Michael,Duncan,1963-09-23,62,TX,BR111,,288-888-8067,Employed,4.3,31816.8,726,2026-05-11
CUST101744,  Katherine  ,Nelson,1995-12-19,30,AZ,BR108,,740.653.6251x2311,Employed,1.3,51442.42,627,2013-05-09
CUST101841,Leonard,Woods,1985-10-02,40,MI,BR100,,+1-236-776-0741,Unemployed,0.0,24597.44,615,2020-06-22
CUST102258,  Cole  ,Henry,1972-05-21,54,TX,BR100,davidesparza@example.com,001-944-971-0606x0673,Employed,5.2,"$75,725.93",740,2019-08-10
CUST101081,Nicole,Malone,1976-03-04,50,TX,BR108,lindamiller@example.org,405.600.4933x267,Unemployed,0.0,14135.79,546,2025-05-26
CUST101434,Mark,Williams,1986-12-17,39,MI,BR107,douglashart@example.net,4069476144,Unemployed,0.0,22228.85,560,2019-03-26
CUST100991,Teresa,Lee,1960-10-31,65,CO,BR108,jamesperez@example.net,(318)983-5279,Employed,1.3,54881.53,759,2016-07-29
CUST101302,Timothy,Gregory,1985-04-23,41,GA,BR110,floresricky@example.net,001-517-492-6517,Employed,0.6,29458.93,685,2019-04-27
CUST100433,Bruce,Walton,1949-10-28,76,MO,BR108,ortegakristina@example.org,938-706-9847,Employed,8.6,56315.93,729,2020-09-27
CUST101166,Teresa,Warner,1990-07-17,36,TX,BR103,sheila42@example.net,(456)478-7188,Employed,8.1,90154.04,723,2014-10-13
CUST100101,James,Rodriguez,1979-03-11,47,NC,BR104,jessicawong@example.net,(805)749-3296,Employed,29.0,65810.97,757,2013-01-06
CUST101594,Jamie,Rhodes,1982-03-02,44,IL,BR109,mperez@example.com,+1-759-840-3895x546,Employed,20.5,,634,2023-05-05
CUST100211,Kathleen,Hall,1960-10-06,65,NJ,BR100,mike03@example.net,(467)870-0518x449,Retired,0.0,30476.4,759,2021-06-22
CUST101756,Thomas,Garcia,not_a_date,49,CA,BR102,,4408465511,Unemployed,0.0,29242.35,610,2015-03-05
CUST100195,Tara,Chavez,1962-09-08,64,NY,BR110,devonmorrison@example.net,748.358.3339x45228,Retired,0.0,"$40,532.21",701,2023-01-27
CUST100412,David,Barnes,2008-09-18,18,CO,BR100,pricerebecca@example.org,(534)967-2994,Employed,0.0,84824.35,695,2015-10-31
CUST100992,Jill,Graves,1982-08-30,44,MI,BR104,ecisneros@example.com,(310)465-9208x8143,Employed,1.5,95959.58,750,2018-09-10
CUST100849,Adam,Perry,1994-12-02,31,OH,BR109,rmiller@example.net,919.812.6022x1321,Employed,4.1,63715.62,687,2018-09-07
CUST102084,Heidi,Jones,1982-10-08,43,OH,BR111,mhill@example.org,556.507.3021x737,Employed,0.1,20534.21,685,2024-02-29
CUST102117,  Jason  ,Hansen,2007-10-14,18,AZ,BR107,williamsonrobin@example.com,001-844-787-8904x8334,EMPLOYED,0.0,"$37,236.57",734,2019-10-08
CUST101429,  Terri  ,Bennett,1986-11-21,39,IL,BR101,zrodriguez@example.net,438-602-9903x4804,Employed,7.6,66068.91,744,2018-09-30
CUST102349,Stacey,Jackson,1995-07-07,31,MA,BR104,lsmith@example.net,+1-846-655-9218x9568, Employed ,13.0,55952.74,710,2024-10-02
CUST102061,Marissa,Garcia,1984-07-17,42,IL,BR100,vazquezpatricia@example.org,001-331-897-6702x546,Employed,5.7,88578.11,720,2019-05-01
CUST102070,Ethan,Mcfarland,1994-05-30,32,MA,BR107,oanderson@example.net,001-627-469-5887x089,Employed,1.3,41228.81,724,2022-09-11
CUST100912,Sean,Hill,1956-03-03,70,MO,BR100,longshane@example.com,(715)762-3920x908,Employed,14.4,94954.26,692,2013-04-27
CUST100838,James,Schultz,1988-10-04,37,CA,BR106,evelyncampbell@example.com,689.866.9972x73677,Employed,3.8,55199.16,721,2013-12-15
CUST100025,Justin,Nelson,1981-10-20,44,TX,BR101,patricia12@example.org,962.831.6658,Employed,0.8,55958.5,736,2012-08-26
CUST100350,Nicholas,Davenport,1975-02-12,51,VA,BR109,andrewjohnson@example.net,+1-693-417-3420x6969,Employed,0.3,88874.26,708,2013-01-19
CUST101224,Christopher,Hardin,1969-07-06,57,WI,BR100,hturner@example.net,(319)742-3215x4013,SELF-EMPLOYED,5.9,,772,2014-12-21
CUST101560,Julie,Hammond,1988-07-30,38,MA,BR100,kaylee70@example.org,001-699-863-0667x00599,Employed,4.8,61238.95,669,2025-05-11
CUST100558,David,Camacho,1966-09-18,60,CO,BR105,wstrong@example.org,(783)941-5599x9101,Employed,0.0,88081.6,769,2025-04-23
CUST102353,Erik,Campos,1988-08-15,38,MO,BR104,vvasquez@example.org,696.401.0665x89782,Unemployed,0.0,22868.73,543,2022-09-09
CUST100091,  Michelle  ,Barnes,1985-09-02,41,NY,BR100,lisapeck@example.net,532-578-7747x01687,Unemployed,0.0,1459.89,640,2020-06-04
CUST102407,Peter,Krueger,1998-12-05,27,IN,BR103,kyle67@example.org,988-516-1827,Unemployed,0.0,11997.45,610,2016-02-20
CUST101691,Neil,Rice,1972-07-27,54,IL,BR107,cgray@example.com,3592173930,Employed,1.1,89146.63,765,2021-12-14
CUST102113,William,Barnes,1965-03-14,61,IL,BR102,gharris@example.org,(937)238-0882x330,Unemployed,0.0,8650.74,599,2013-02-11
CUST100960,Theresa,Cunningham,1996-06-18,30,IL,BR105,sydneyalexander@example.org,+1-295-429-6353x0597,Employed,6.9,62392.16,632,2017-03-19
CUST102494,Russell,Martin,1992-10-10,33,WI,BR110,nhurley@example.org,(421)808-5837x558,Self-Employed,2.2,1998.98,646,2025-10-22
CUST101800,Jillian,Black,2005-07-26,21,CA,BR110,christopherelliott@example.org,(551)945-5795,EMPLOYED,1.4,66115.07,695,2021-04-15
CUST101389,Sheila,Watson,1991-12-10,34,NJ,BR108,djohnson@example.org,296.210.1759,Unemployed,0.0,17792.73,566,2023-01-12
CUST102110,Michael,Steele,1970-09-10,56,TN,BR102,,001-394-656-8150x895,Employed,0.0,55117.19,742,2017-05-31
CUST100431,Robert,Roberts,1980-02-21,46,NY,BR101,,001-223-472-8179x323,Employed,1.1,42981.08,691,2023-10-18
CUST102230,Wendy,Obrien,1991-09-05,35,FL,BR101,juliaball@example.org,996-373-7196x755,Self Employed,5.7,46342.95,687,2023-10-17
CUST102047,Jeffrey,Archer,1992-11-22,33,NY,BR105,vcabrera@example.net,(926)308-0993,Self-Employed,2.4,37782.36,724,2017-04-12
CUST101352,Adam,White,1997-06-01,29,CO,BR109,tylerodonnell@example.org,547-339-8622x14051,employed,7.3,,727,2019-08-29
CUST100597,Patrick,Leonard,1964-04-03,62,IL,BR110,adamvaughan@example.net,001-643-289-7607,Employed,1.8,80080.7,737,2013-07-15
CUST100174,Frank,Armstrong,1987-02-10,39,NJ,BR108,mercedesholland@example.net,246.580.0722,Employed,11.4,52901.09,736,2015-06-28
CUST102245,Lisa,Baker,1979-01-23,47,TN,BR111,matthewespinoza@example.com,(686)907-8138,Employed,6.2,83405.96,734,2023-08-02
CUST101974,Sheri,Christensen,1997-07-17,29,CA,BR109,amy05@example.net,6106886797,Unemployed,0.0,"$21,460.57",600,2019-03-06
CUST100945,Austin,Martinez,2001-11-21,24,MO,BR106,wdean@example.net,(586)720-9297,Employed,1.4,72397.34,711,2013-08-18
CUST101372,Sheri,Henderson,1964-01-09,62,NJ,BR105,,+1-964-758-3744x959,Employed,5.8,66220.1,697,2013-11-28
CUST101945,Michelle,Diaz,1968-12-10,57,NJ,BR106,tracy58@example.com,280-558-3934,self-employed,3.1,"$129,022.43",756,2017-03-24
CUST102357,John,Hill,1998-05-15,28,MI,BR107,romerojames@example.com,+1-981-647-4250, Employed ,10.0,78210.8,748,2015-01-15
CUST102232,Tommy,Miranda,1996-02-11,30,OH,BR106,mrandall@example.net,(590)787-8639x1418,Employed,11.1,93526.14,682,2020-06-08
CUST100587,Joshua,Gonzalez,1987-07-23,39,AZ,BR102,jordan74@example.org,,employed,1.9,64984.41,737,2016-11-24
