customer_id,first_name,last_name,date_of_birth,age_at_2024,gender,state,postcode,employment_type,employment_tenure_months,annual_income,residential_status,dependents,customer_since
CUST001732,Jennifer,Lang,1950-11-18,73,F,QLD,2455,Casual,54,41541.04,Mortgage,0,2023-08-17
CUST001733,Diana,Stone,1981-10-17,42,F,QLD,2978,Full-Time,4,76620.65,Living with Family,0,2018-07-06
CUST001734,Amanda,Heath,1958-10-31,65,F,NSW,2684,Full-Time,3,79100.6,Mortgage,3,2023-12-08
CUST001735,Martin,Lewis,2002-07-18,21,F,QLD,2690,Self-Employed,52,51028.71,Mortgage,2,2017-01-18
CUST001736,Shelby,Garcia,1950-11-21,73,M,WA,2997,Part-Time,19,33497.34,Mortgage,0,2017-02-07
CUST001737,Andrew,Welch,1966-02-22,57,M,QLD,2690,Full-Time,23,38073.5,Renting,1,2019-03-06
CUST001738,Kristen,Rios,1956-11-24,67,F,WA,2624,Full-Time,81,88341.25,Renting,3,2024-06-25
CUST001739,William,Warner,1954-03-02,69,M,NSW,0200,Full-Time,37,89033.77,Mortgage,0,2023-05-30
CUST001740,Samantha,Davis,1981-02-22,42,F,NSW,6639,Part-Time,70,38788.26,Renting,0,2024-06-16
CUST001741,Ronald,Paul,1995-03-30,28,M,NSW,2934,Full-Time,48,81449.38,Mortgage,0,2020-11-08
CUST001742,Tanya,Johnston,1955-07-05,68,F,NSW,2984,Full-Time,8,97042.6,Renting,2,2020-08-03
CUST001743,Richard,Ramirez,1962-08-14,61,M,VIC,2928,Self-Employed,173,90696.31,Mortgage,1,2021-04-14
CUST001744,Victoria,Luna,1971-11-27,52,M,NSW,2978,Full-Time,89,95588.0,Renting,0,2023-02-26
CUST001745,Becky,Johnson,1975-12-16,48,F,NSW,2687,Full-Time,1,96092.45,Mortgage,2,2020-01-20
CUST001746,Dawn,Cook,1982-05-22,41,M,NSW,0911,Part-Time,38,31001.41,Renting,0,2021-10-09
CUST001747,Sheri,Watkins,1961-10-09,62,M,WA,2426,Self-Employed,1,71544.89,Mortgage,2,2022-04-10
CUST001748,Jennifer,Knight,1977-03-10,46,F,NSW,2680,Self-Employed,10,50644.4,Renting,2,2023-08-19
CUST001749,Larry,Morgan,1964-05-05,59,F,VIC,2630,Full-Time,6,83076.5,Renting,1,2019-08-14
CUST001750,Richard,Smith,1982-07-07,41,F,QLD,2678,Part-Time,60,50250.37,Renting,2,2023-11-17
CUST001751,Lawrence,Pearson,1981-05-15,42,F,NSW,2947,Self-Employed,10,67253.31,Living with Family,2,2023-02-08
CUST001752,Michele,Haney,1979-07-25,44,M,NSW,2416,Casual,57,25117.5,Mortgage,0,2023-01-07
CUST001753,Katherine,Martin,1971-07-08,52,M,NSW,2619,Full-Time,4,53845.97,Renting,2,2018-03-22
CUST001754,Teresa,Williams,1975-02-09,48,F,QLD,2607,Full-Time,3,81223.21,Renting,3,2018-04-06
CUST001755,Tony,Curry,1996-04-23,27,M,QLD,9660,Casual,13,40985.21,Renting,0,2019-05-25
CUST001756,Kelly,Weeks,1974-12-26,49,M,QLD,2885,Full-Time,22,106879.57,Mortgage,1,2022-04-05
CUST001757,Debra,Thomas,1971-04-13,52,F,SA,8395,Self-Employed,7,60133.11,Renting,0,2021-05-26
CUST001758,Steven,Mayer,1964-04-19,59,M,NSW,2622,Self-Employed,16,121995.66,Owner,0,2021-06-11
CUST001759,Alejandro,Butler,1997-10-31,26,M,NSW,2637,Full-Time,74,68562.88,Renting,0,2017-04-30
CUST001760,Jacob,Benson,1967-10-25,56,F,NSW,4751,Part-Time,34,55517.93,Mortgage,1,2017-04-10
CUST001761,Eric,Bell,1976-11-28,47,M,QLD,9350,Casual,34,53512.96,Mortgage,1,2025-01-27
CUST001762,Lori,Parrish,1965-08-26,58,F,VIC,6459,Full-Time,92,57400.6,Owner,1,2023-08-18
CUST001763,Ann,May,2003-12-01,20,M,QLD,2661,Casual,57,41170.63,Owner,4,2022-01-22
CUST001764,Javier,White,1955-09-13,68,F,VIC,5128,Full-Time,6,39954.13,Mortgage,4,2022-01-04
CUST001765,Mark,Ingram,1994-02-27,29,F,VIC,6949,Casual,20,61220.34,Renting,0,2022-09-28
CUST001766,Gary,Logan,1977-03-08,46,M,QLD,2671,Full-Time,62,72810.23,Renting,0,2025-02-02
CUST001767,Douglas,Alvarez,1985-05-23,38,M,VIC,1510,Full-Time,2,39688.87,Mortgage,0,2017-12-16
CUST001768,Ronald,Ruiz,1996-07-18,27,M,WA,2938,Casual,25,46536.56,Mortgage,1,2023-07-26
CUST001769,Phillip,Schroeder,1963-09-10,60,M,NSW,2915,Part-Time,1,49668.39,Living with Family,0,2019-07-13
CUST001770,Alyssa,Ware,1980-01-01,44,M,VIC,2672,Full-Time,19,61619.65,Mortgage,2,2025-03-26
CUST001771,Jennifer,Larsen,1998-01-28,25,M,SA,9774,Full-Time,30,94203.67,Mortgage,0,2022-11-22
CUST001772,Ryan,Bailey,1982-01-31,41,M,VIC,2057,Full-Time,77,67505.3,Living with Family,1,2023-08-30
CUST001773,Roger,Jensen,1969-10-17,54,F,NSW,2666,Full-Time,8,29791.35,Renting,2,2020-02-04
CUST001774,Wendy,Gonzalez,2003-11-07,20,F,VIC,2978,Full-Time,115,86000.97,Mortgage,1,2018-06-24
CUST001775,Mark,Bartlett,1983-09-22,40,F,VIC,2780,Self-Employed,39,74664.47,Mortgage,3,2022-03-09
CUST001776,Joshua,Mendoza,1951-09-03,72,F,VIC,2144,Full-Time,20,49082.48,Living with Family,2,2022-05-09
CUST001777,Michelle,Pennington,1997-06-24,26,M,VIC,7772,Full-Time,24,83590.57,Renting,0,2020-12-26
CUST001778,Karen,Aguirre,2000-06-21,23,F,VIC,2150,Full-Time,55,110055.27,Living with Family,1,2022-03-29
CUST001779,Janice,Thompson,1991-02-05,32,F,NSW,2621,Unemployed,0,17916.46,Mortgage,3,2020-07-02
CUST001780,Brian,Walsh,1998-10-13,25,F,NSW,2251,Casual,1,26820.44,Mortgage,3,2024-06-11
CUST001781,Melissa,Rios,1965-10-27,58,F,QLD,2055,Full-Time,28,84826.55,Renting,4,2024-10-20
CUST001782,Valerie,Bowen,1959-07-17,64,F,NSW,2978,Self-Employed,17,72367.86,Mortgage,0,2016-11-07
CUST001783,Robert,Contreras,1988-04-07,35,M,VIC,2213,Casual,20,45631.6,Mortgage,1,2024-02-24
CUST001784,Jessica,Miller,1978-10-25,45,F,VIC,2610,Part-Time,21,40587.21,Renting,1,2019-03-16
CUST001785,William,Thompson,1961-04-01,62,M,VIC,1448,Part-Time,6,33650.09,Renting,0,2019-11-18
CUST001786,Ashley,Horton,1969-07-13,54,M,QLD,5711,Full-Time,11,80030.21,Renting,1,2024-12-26
CUST001787,Christopher,Stewart,1960-04-24,63,M,NSW,0902,Casual,34,51241.13,Owner,1,2023-10-28
CUST001788,Nicholas,Miller,1962-05-06,61,M,QLD,2694,Unemployed,0,17001.67,Renting,4,2024-04-05
CUST001789,Rachel,Lee,1986-12-24,37,F,NSW,2624,Full-Time,47,68147.89,Renting,0,2017-03-16
CUST001790,Gregory,Taylor,1990-09-02,33,F,VIC,2946,Casual,14,20927.94,Renting,2,2018-10-04
CUST001791,Nicole,Thompson,1960-08-23,63,M,NSW,2924,Full-Time,25,59052.71,Owner,3,2023-01-01
CUST001792,Tracy,Lane,1965-01-26,58,M,VIC,2968,Casual,1,44650.44,Living with Family,0,2020-10-09
CUST001793,Marie,Johnson,1986-04-29,37,F,SA,6628,Full-Time,101,71911.14,Owner,3,2021-11-04
CUST001794,Debbie,Fleming,1974-11-21,49,F,VIC,2923,Full-Time,1,57629.59,Living with Family,1,2019-10-21
CUST001795,Andrea,Paul,2005-11-24,18,F,NSW,2818,Part-Time,36,45326.08,Living with Family,0,2023-09-08
CUST001796,Taylor,Johnson,1964-09-14,59,M,SA,2619,Part-Time,27,25823.44,Renting,4,2021-05-18
CUST001797,Thomas,Mcdonald,1986-05-01,37,M,QLD,2945,Self-Employed,1,79023.83,Living with Family,0,2021-10-19
CUST001798,Rachel,Morris,1987-11-28,36,M,NSW,2550,Full-Time,16,123308.88,Mortgage,0,2018-02-25
CUST001799,Matthew,Leach,1977-04-21,46,M,NSW,2655,Part-Time,63,67849.84,Renting,2,2019-06-25
CUST001800,Jacob,Johnson,1976-10-20,47,M,SA,0879,Self-Employed,37,50611.69,Mortgage,1,2021-11-28
CUST001801,Reginald,Flowers,1974-12-15,49,M,ACT,2759,Full-Time,31,65492.05,Living with Family,0,2019-10-07
CUST001802,Kevin,Arellano,1989-01-30,34,M,WA,2688,Full-Time,12,80164.76,Renting,4,2017-09-11
CUST001803,Joseph,Ray,1974-06-06,49,M,VIC,6028,Part-Time,40,52477.44,Renting,3,2018-03-22
CUST001804,Candice,Wolfe,1967-02-28,56,F,NSW,8392,Full-Time,35,80837.5,Living with Family,2,2017-11-22
CUST001805,Susan,Waller,1969-01-18,54,M,WA,2932,Casual,43,37290.46,Mortgage,0,2023-12-09
CUST001806,Frederick,Smith,1976-05-01,47,M,VIC,2633,Casual,18,23359.14,Renting,1,2024-09-02
CUST001807,Christopher,Young,1967-03-15,56,M,NSW,2676,Full-Time,22,74366.7,Living with Family,0,2017-07-15
CUST001808,Gail,Singleton,1963-12-03,60,M,NSW,2970,Self-Employed,36,59712.83,Renting,3,2021-01-08
CUST001809,Thomas,Mcdaniel,1969-09-20,54,F,TAS,2677,Full-Time,20,57135.28,Mortgage,1,2022-09-28
CUST001810,Jasmin,Hines,1997-12-11,26,F,VIC,2562,Full-Time,8,79308.34,Living with Family,0,2019-08-04
CUST001811,Ricardo,Murphy,2003-12-21,20,F,NSW,2926,Full-Time,8,119138.82,Owner,0,2022-02-05
CUST001812,Michael,Santiago,1980-09-14,43,F,QLD,6039,Full-Time,191,91119.93,Renting,0,2018-04-30
CUST001813,Michael,Mason,1963-05-14,60,M,WA,1996,Full-Time,3,59362.35,Living with Family,2,2024-12-15
CUST001814,Devin,Lopez,1987-03-03,36,M,SA,2674,Part-Time,51,23439.25,Renting,0,2020-08-23
CUST001815,Destiny,Simmons,1969-06-03,54,F,NSW,2924,Full-Time,32,80771.95,Mortgage,0,2020-03-16
CUST001816,Austin,Mullen,1997-05-11,26,F,NSW,0222,Full-Time,7,51513.86,Mortgage,2,2020-04-22
CUST001817,Daniel,Drake,1979-09-25,44,F,VIC,2961,Full-Time,47,67585.66,Mortgage,1,2022-08-17
CUST001818,Lindsay,Martin,1973-03-09,50,M,NSW,2629,Full-Time,1,90680.29,Owner,0,2021-04-15
CUST001819,Alexander,Valdez,1989-07-13,34,F,VIC,2996,Self-Employed,30,55182.05,Mortgage,3,2023-09-01
CUST001820,Jonathan,Walters,1967-04-19,56,M,NT,7785,Full-Time,7,73314.54,Mortgage,1,2023-10-03
CUST001821,Megan,Bonilla,1991-01-09,33,M,VIC,2619,Self-Employed,66,72449.09,Renting,3,2023-10-17
CUST001822,Patrick,Leonard,1980-07-25,43,M,QLD,2630,Full-Time,93,94593.81,Mortgage,1,2019-10-05
CUST001823,Brittany,Gonzalez,2003-11-28,20,F,NSW,0876,Part-Time,144,29440.93,Renting,3,2017-02-28
CUST001824,David,Burns,1966-01-24,57,M,VIC,2970,Full-Time,45,33449.62,Mortgage,0,2024-09-22
CUST001825,Johnny,Rogers,1989-07-15,34,M,NSW,2920,Full-Time,40,102684.48,Renting,0,2021-08-11
CUST001826,Michael,Smith,1960-02-04,63,M,QLD,2944,Full-Time,20,100090.59,Renting,0,2022-06-13
CUST001827,Michael,Johnson,1984-04-12,39,F,NSW,2993,Full-Time,7,71096.94,Owner,0,2018-04-20
CUST001828,David,Thomas,1980-10-03,43,M,QLD,2920,Part-Time,114,40771.69,Renting,2,2020-08-09
CUST001829,Teresa,Barker,1965-08-29,58,F,SA,2698,Self-Employed,33,48253.36,Owner,0,2021-11-05
CUST001830,Mark,Johnson,1952-01-31,71,F,VIC,7168,Part-Time,69,35551.55,Mortgage,0,2025-07-19
CUST001831,Sara,Curry,1954-04-18,69,F,QLD,2606,Full-Time,9,40432.36,Renting,0,2016-12-04
CUST001832,Jonathan,Delgado,2004-11-05,19,F,VIC,2461,Full-Time,8,60794.57,Mortgage,2,2023-11-13
CUST001833,Wanda,Gilbert,1982-11-02,41,F,VIC,4305,Full-Time,64,82371.9,Renting,2,2021-11-19
CUST001834,Selena,Hill,1962-03-17,61,M,VIC,2654,Casual,25,21246.35,Living with Family,1,2021-03-28
CUST001835,Raymond,White,1952-05-19,71,F,NSW,2924,Part-Time,23,41246.81,Renting,1,2016-10-08
CUST001836,Kimberly,Sandoval,1961-09-27,62,F,QLD,2847,Full-Time,21,76164.73,Renting,0,2022-02-12
CUST001837,Jeffrey,Smith,1968-03-06,55,M,VIC,2943,Full-Time,71,80415.85,Mortgage,2,2017-04-19
CUST001838,Jennifer,Wilcox,1966-06-03,57,F,WA,6695,Full-Time,15,31904.42,Mortgage,0,2021-08-06
CUST001839,Angela,Cooper,1977-04-24,46,M,NSW,2945,Part-Time,7,60425.91,Renting,1,2024-02-16
CUST001840,Melissa,Porter,1958-07-13,65,M,SA,4264,Full-Time,37,23425.62,Renting,2,2020-05-08
CUST001841,Ashley,Miller,1988-01-18,35,M,NSW,2920,Unemployed,0,15000.0,Renting,1,2021-10-11
CUST001842,Jared,Mercer,1969-10-02,54,F,VIC,2974,Full-Time,6,57682.23,Renting,2,2019-05-09
CUST001843,Emily,Johnson,1968-01-07,56,F,VIC,0892,Self-Employed,22,68766.29,Mortgage,3,2022-05-05
CUST001844,Robert,Hubbard,1982-06-28,41,M,TAS,2928,Part-Time,3,40084.56,Renting,2,2023-06-03
CUST001845,Amanda,Gray,1971-06-30,52,M,VIC,2619,Full-Time,35,49721.52,Mortgage,0,2017-08-06
CUST001846,Victoria,Duncan,1962-05-22,61,M,VIC,2652,Full-Time,2,87642.75,Renting,1,2023-08-17
CUST001847,Michael,Robinson,1981-08-18,42,M,VIC,7455,Full-Time,11,66600.29,Owner,2,2022-05-25
CUST001848,Gloria,Schultz,1988-04-02,35,M,WA,0958,Full-Time,4,26107.95,Renting,0,2021-07-18
CUST001849,Michele,Simpson,1972-06-21,51,M,NSW,2904,Casual,97,41831.26,Mortgage,3,2024-02-28
CUST001850,Sandra,Thompson,1975-10-18,48,F,QLD,2920,Self-Employed,15,78202.3,Renting,0,2021-07-08
CUST001851,Steven,Jackson,1969-02-06,54,F,VIC,2569,Full-Time,17,82280.2,Living with Family,0,2022-08-08
CUST001852,Dana,Montgomery,1973-07-10,50,F,QLD,2629,Self-Employed,17,30183.86,Mortgage,3,2022-04-21
CUST001853,Jessica,Dougherty,1984-07-02,39,M,QLD,2949,Full-Time,64,107984.37,Renting,2,2018-12-22
CUST001854,Thomas,Davis,1982-09-30,41,F,QLD,2970,Casual,19,16457.38,Owner,0,2023-05-31
CUST001855,Destiny,Arnold,2000-12-20,23,F,NSW,2662,Unemployed,0,25019.3,Mortgage,1,2020-11-04
CUST001856,John,Kennedy,1991-08-31,32,M,VIC,2665,Self-Employed,21,53433.55,Mortgage,1,2017-12-02
CUST001857,Anthony,Lane,1953-06-26,70,F,NSW,2903,Full-Time,72,61970.57,Mortgage,0,2022-11-17
CUST001858,John,Thompson,1975-06-17,48,F,QLD,2908,Full-Time,171,119958.88,Renting,2,2022-07-01
CUST001859,Mary,Wiggins,1996-05-04,27,F,NSW,2643,Full-Time,21,65760.85,Renting,1,2020-11-19
CUST001860,Adam,Johnson,2005-07-20,18,M,SA,0287,Full-Time,44,60639.33,Mortgage,2,2024-06-25
CUST001861,Robert,Green,1953-10-22,70,M,NSW,4198,Full-Time,57,80119.66,Owner,1,2023-02-27
CUST001862,Maria,Brown,1975-02-28,48,M,VIC,2990,Casual,47,46580.08,Renting,1,2019-12-30
CUST001863,William,Banks,1991-04-16,32,M,VIC,2601,Casual,10,31111.1,Mortgage,3,2017-08-28
CUST001864,Katherine,Riley,1998-11-09,25,F,VIC,2619,Self-Employed,11,35994.82,Renting,0,2023-03-23
CUST001865,Diane,Thomas,1970-12-25,53,M,SA,2697,Full-Time,10,69265.39,Mortgage,2,2018-08-13
CUST001866,Dawn,Jones,1955-05-12,68,M,WA,2920,Full-Time,74,34201.87,Mortgage,3,2023-07-01
CUST001867,Matthew,Norris,1993-08-18,30,M,NSW,2957,Part-Time,3,56093.08,Renting,1,2023-01-08
CUST001868,Brooke,Juarez,1982-09-07,41,M,WA,2638,Full-Time,18,81855.77,Renting,2,2019-04-28
CUST001869,Nathan,Cox,1962-07-19,61,M,NSW,2924,Full-Time,29,105558.33,Owner,1,2025-03-24
CUST001870,Cynthia,Alvarez,1958-11-28,65,M,NSW,2614,Full-Time,68,38852.7,Living with Family,0,2018-02-11
CUST001871,David,Lawson,1996-06-05,27,F,SA,2984,Full-Time,23,61766.83,Renting,2,2022-06-16
CUST001872,Jason,Turner,1951-05-09,72,M,NSW,6045,Full-Time,52,102590.78,Mortgage,0,2023-03-20
CUST001873,Wendy,Sullivan,1992-12-17,31,F,SA,0825,Full-Time,19,60034.93,Owner,3,2022-07-09
CUST001874,Walter,Mills,1983-10-12,40,M,VIC,2987,Full-Time,10,60177.5,Renting,3,2022-07-24
CUST001875,Timothy,Webb,2000-03-25,23,M,NSW,2980,Full-Time,5,68949.04,Mortgage,2,2022-09-29
CUST001876,Jeffrey,Clark,1953-06-25,70,M,NSW,2634,Full-Time,79,77842.37,Renting,0,2022-03-15
CUST001877,David,Gonzalez,1991-12-30,32,M,VIC,2920,Self-Employed,1,61733.28,Owner,0,2020-11-09
CUST001878,Rebecca,Larsen,2002-08-30,21,M,WA,8335,Part-Time,18,41395.45,Mortgage,0,2022-09-14
CUST001879,Corey,Rivera,1972-11-02,51,F,SA,2348,Unemployed,0,24775.62,Mortgage,2,2025-05-18
CUST001880,Amanda,Miller,1998-10-30,25,M,VIC,2279,Part-Time,25,57769.26,Renting,2,2021-06-06
CUST001881,Laura,White,1963-12-02,60,F,VIC,2693,Part-Time,26,53071.05,Renting,1,2022-12-06
CUST001882,Billy,Lynch,1976-03-06,47,F,NSW,9413,Full-Time,32,109559.42,Renting,1,2023-04-29
CUST001883,Rebecca,Anderson,2002-12-09,21,F,VIC,2930,Full-Time,33,60656.79,Owner,1,2018-08-05
CUST001884,Kathleen,Woods,1963-11-16,60,F,WA,2580,Full-Time,81,96901.11,Mortgage,0,2019-08-06
CUST001885,James,Wilson,1986-06-29,37,F,NSW,2473,Full-Time,16,79279.86,Mortgage,1,2017-08-16
CUST001886,Carmen,Evans,1983-11-29,40,F,NSW,1961,Casual,66,43032.19,Renting,2,2023-03-16
CUST001887,Dawn,Chapman,1975-05-26,48,M,NSW,0997,Full-Time,24,99774.48,Living with Family,2,2025-08-27
CUST001888,Richard,Nelson,1964-04-30,59,M,NSW,0925,Part-Time,105,33673.4,Owner,0,2021-04-16
CUST001889,Stephanie,Evans,1979-07-20,44,M,NSW,4354,Casual,23,37952.1,Renting,1,2022-10-29
CUST001890,Connie,Rodriguez,1978-11-26,45,M,NSW,2657,Unemployed,0,27208.96,Renting,0,2016-10-13
CUST001891,William,Simpson,2001-07-17,22,M,WA,2651,Full-Time,55,84597.75,Mortgage,0,2023-07-27
CUST001892,Cody,Atkins,1988-10-04,35,F,VIC,2958,Self-Employed,8,38833.49,Mortgage,4,2024-02-16
CUST001893,Daniel,Hall,1960-12-15,63,F,ACT,2938,Self-Employed,13,55212.58,Mortgage,2,2019-06-22
CUST001894,Thomas,Cohen,1994-03-06,29,M,QLD,0839,Full-Time,63,51558.82,Living with Family,3,2022-10-09
CUST001895,James,Foster,1968-07-03,55,F,NSW,2642,Full-Time,13,61442.68,Renting,2,2022-03-20
CUST001896,Sue,Zavala,1958-11-03,65,M,QLD,7643,Full-Time,11,84286.83,Owner,0,2025-02-13
CUST001897,Melissa,Torres,1977-02-06,46,M,NSW,2634,Full-Time,22,67332.34,Mortgage,1,2019-09-23
CUST001898,Julie,Cole,1970-04-03,53,M,NSW,2609,Unemployed,0,20495.2,Renting,0,2020-04-07
CUST001899,Kathryn,Powell,1973-12-02,50,F,QLD,0252,Self-Employed,52,94493.34,Mortgage,3,2025-07-01
CUST001900,Andrew,Bush,1994-03-20,29,F,SA,2674,Full-Time,56,84596.88,Renting,4,2019-05-18
CUST001901,Marc,Gibbs,1971-05-22,52,M,NSW,2948,Full-Time,44,58091.68,Mortgage,2,2021-10-06
CUST001902,Jason,Shaw,1961-04-18,62,F,QLD,2811,Full-Time,35,60946.31,Mortgage,3,2018-11-30
CUST001903,Timothy,Griffith,1968-08-09,55,M,WA,2910,Casual,57,37660.24,Renting,1,2023-10-03
CUST001904,Susan,Mccarthy,1972-05-08,51,M,NSW,2694,Full-Time,58,90275.28,Owner,0,2025-08-10
CUST001905,Brian,Brown,1983-09-21,40,M,NSW,2954,Full-Time,38,76069.18,Mortgage,0,2021-07-26
CUST001906,Justin,Ruiz,1975-02-20,48,F,NSW,2356,Unemployed,0,15000.0,Mortgage,0,2024-02-22
CUST001907,Brittany,Andrews,2000-05-31,23,F,VIC,9173,Full-Time,5,22312.35,Owner,4,2019-09-04
CUST001908,Donna,Hawkins,1981-06-05,42,M,VIC,2920,Part-Time,64,32748.58,Living with Family,2,2017-12-27
CUST001909,Monica,Lyons,1994-05-19,29,F,NSW,2945,Full-Time,5,71981.14,Mortgage,1,2024-11-14
CUST001910,Nicole,Lopez,1975-08-02,48,F,VIC,2903,Full-Time,31,50335.43,Owner,0,2020-11-14
CUST001911,Erica,Padilla,1969-01-15,54,M,NSW,2790,Self-Employed,18,69400.02,Owner,0,2017-12-27
CUST001912,Ronald,Shaffer,1986-12-23,37,F,NSW,2280,Casual,39,50108.98,Renting,0,2024-12-09
CUST001913,Allen,Kim,1979-06-09,44,M,QLD,2185,Full-Time,76,102172.11,Renting,0,2023-11-02
CUST001914,Bailey,Walters,1978-04-06,45,M,VIC,2391,Full-Time,108,45797.69,Renting,1,2025-06-29
CUST001915,Amanda,Lindsey,1994-12-31,29,M,QLD,2497,Full-Time,1,83580.2,Mortgage,2,2022-03-20
CUST001916,Katie,Jordan,1993-05-03,30,F,QLD,2877,Self-Employed,96,79993.74,Mortgage,2,2024-09-23
CUST001917,Mark,White,1958-07-22,65,F,QLD,5578,Full-Time,60,69702.58,Living with Family,3,2023-10-03
CUST001918,Stacy,Preston,1992-08-12,31,F,VIC,2999,Full-Time,1,65234.07,Living with Family,0,2019-05-15
CUST001919,Peter,Smith,1985-11-25,38,F,WA,2946,Full-Time,49,76405.13,Renting,2,2018-01-29
CUST001920,Breanna,Saunders,1999-05-08,24,M,SA,4739,Full-Time,1,101392.73,Owner,0,2025-01-19
CUST001921,Jennifer,Ray,2001-07-14,22,M,VIC,2662,Full-Time,80,37008.91,Owner,4,2018-07-31
CUST001922,Anthony,Guzman,1960-04-04,63,M,QLD,2128,Full-Time,51,104414.69,Renting,3,2019-11-11
CUST001923,Monica,Hebert,1953-09-29,70,M,NSW,2673,Full-Time,89,62333.98,Owner,1,2019-06-14
CUST001924,Joseph,Mayer,1974-05-03,49,F,VIC,2675,Casual,50,29554.26,Living with Family,2,2016-12-20
CUST001925,Sheryl,Martinez,2000-08-17,23,M,TAS,2980,Part-Time,15,63379.57,Owner,1,2020-09-20
CUST001926,Jodi,James,1992-11-15,31,F,SA,2617,Full-Time,46,51435.73,Renting,3,2020-04-26
CUST001927,Oscar,Olsen,1961-08-27,62,F,QLD,2428,Full-Time,81,114303.64,Mortgage,0,2024-12-10
CUST001928,David,Sherman,1991-10-01,32,M,QLD,2619,Full-Time,8,84188.84,Owner,3,2025-03-11
CUST001929,Michael,Cowan,1992-09-06,31,M,NSW,0233,Full-Time,3,63164.55,Living with Family,1,2025-08-04
CUST001930,Michael,Scott,1996-02-11,27,F,NSW,2619,Full-Time,19,69576.74,Renting,1,2025-03-24
CUST001931,Norman,Fisher,1950-08-31,73,F,VIC,2555,Self-Employed,24,73164.98,Owner,3,2025-03-27
CUST001932,Ryan,Abbott,1998-03-31,25,F,VIC,2933,Full-Time,143,61996.24,Renting,3,2025-09-21
CUST001933,Dawn,Price,1954-08-17,69,M,NSW,2910,Self-Employed,11,74297.86,Mortgage,0,2025-04-14
CUST001934,Deborah,Morris,1965-08-29,58,M,QLD,2633,Full-Time,1,70068.15,Renting,0,2018-04-27
CUST001935,April,Taylor,1950-04-07,73,M,VIC,2910,Self-Employed,52,77073.98,Renting,1,2017-04-11
CUST001936,Michelle,Guerrero,1996-04-06,27,F,VIC,2979,Full-Time,5,42285.07,Owner,0,2020-06-16
CUST001937,Gerald,Mayer,1958-11-11,65,M,NSW,2632,Full-Time,31,114442.93,Owner,3,2020-01-04
CUST001938,Kristin,Johnson,2003-05-17,20,F,VIC,2674,Self-Employed,150,46728.97,Mortgage,4,2020-05-10
CUST001939,Maureen,Howell,1971-05-16,52,F,VIC,2005,Full-Time,8,102445.19,Renting,0,2016-12-24
CUST001940,Jessica,Thomas,1977-01-06,47,F,VIC,0208,Casual,36,31004.98,Owner,0,2020-02-13
CUST001941,Alicia,Moore,1984-06-09,39,F,VIC,1531,Full-Time,21,63906.5,Mortgage,0,2020-07-03
CUST001942,Tanya,Marshall,1953-07-29,70,M,NSW,0287,Full-Time,17,65160.04,Living with Family,4,2017-12-07
CUST001943,Dana,Collins,1984-09-18,39,M,QLD,2914,Part-Time,47,45968.84,Renting,0,2017-11-17
CUST001944,Michael,Austin,1987-10-18,36,F,WA,2577,Full-Time,10,92603.71,Renting,0,2023-06-19
CUST001945,James,Robinson,1999-02-21,24,M,WA,2622,Part-Time,14,19676.2,Mortgage,0,2018-10-03
CUST001946,Cody,Powell,1954-06-30,69,F,ACT,0813,Full-Time,16,86012.48,Renting,1,2018-10-05
CUST001947,Donna,Murphy,1960-06-08,63,M,QLD,2909,Part-Time,11,46050.38,Renting,1,2021-05-27
CUST001948,Nicole,Wolf,1983-03-15,40,M,VIC,2625,Full-Time,13,59491.68,Renting,0,2020-07-10
CUST001949,Beth,Michael,1988-01-28,35,F,QLD,2160,Full-Time,22,85838.62,Mortgage,2,2023-11-15
CUST001950,Cynthia,Conley,1950-07-23,73,F,QLD,2692,Full-Time,6,121053.92,Owner,3,2020-04-18
CUST001951,Timothy,Mathews,1950-05-29,73,M,VIC,2669,Full-Time,1,101932.6,Renting,0,2020-05-17
CUST001952,Jose,Gonzales,1976-01-05,48,M,QLD,2885,Full-Time,23,85087.75,Mortgage,3,2019-10-05
CUST001953,Jonathan,Roman,2001-06-29,22,M,NSW,2920,Full-Time,31,69394.6,Renting,0,2023-09-03
CUST001954,Colin,Chase,1976-03-11,47,F,NSW,8415,Full-Time,15,95928.56,Renting,1,2020-07-24
CUST001955,Amy,Davis,1951-03-15,72,M,VIC,2901,Casual,2,24710.21,Mortgage,2,2017-10-22
CUST001956,David,Bailey,1991-01-23,32,F,NSW,2616,Full-Time,52,121450.14,Owner,1,2021-09-14
CUST001957,Tammy,Bonilla,2004-03-21,19,M,VIC,2656,Casual,37,43668.46,Renting,3,2024-02-08
CUST001958,William,Thomas,2001-02-03,22,M,SA,2680,Full-Time,114,89586.23,Owner,3,2018-07-07
CUST001959,Alicia,Chan,1992-11-29,31,F,VIC,5880,Full-Time,24,66886.53,Owner,4,2023-12-05
CUST001960,Jerry,Valentine,1970-10-05,53,F,VIC,8252,Full-Time,27,62736.96,Renting,0,2017-08-17
CUST001961,Cynthia,Montgomery,1959-05-02,64,F,NSW,2638,Full-Time,81,55896.9,Owner,4,2025-03-15
CUST001962,Michele,Ramirez,1985-02-01,38,F,SA,2994,Full-Time,6,93347.69,Renting,3,2020-03-26
CUST001963,Robert,Woods,1979-12-27,44,M,WA,2942,Full-Time,194,67425.73,Renting,3,2023-03-21
