application_id,customer_id,application_date,loan_purpose,loan_amount_requested,term_months,interest_rate_offered,channel,bad_flag,first_name,last_name,date_of_birth,age_at_2024,gender,state,postcode,employment_type,employment_tenure_months,annual_income,residential_status,dependents,customer_since,bureau_credit_score,enquiries_last_6m,active_credit_accounts,defaults_on_file,months_since_last_delinquency,total_existing_debt,credit_utilization_pct,credit_file_age_months
APP001432,CUST002699,2023-11-18,Wedding,48500,36,14.91,Online,0,Robert,Haynes,1960-06-01,63,F,QLD,2216,Full-Time,1,90931.89,Renting,1,2022-06-02,542,1,2,1,1.0,26620.96,68.0,135
APP001434,CUST005728,2023-10-03,Car Purchase,22000,60,15.71,Online,0,Angela,Bryant,1978-10-21,45,M,WA,2326,Full-Time,3,40599.28,Renting,2,2019-09-10,596,1,2,0,,33398.35,49.3,153
APP001435,CUST001408,2023-06-12,Debt Consolidation,48500,24,10.05,Broker,0,Cynthia,Perez,1984-01-06,40,M,NSW,2626,Full-Time,6,86672.0,Renting,0,2017-01-26,867,1,3,0,,3315.0,45.5,87
APP001436,CUST001192,2023-09-08,Travel,22500,24,11.24,Online,0,James,Smith,1971-03-20,52,M,VIC,2045,Full-Time,8,65181.12,Renting,1,2018-06-13,677,1,1,0,,21753.79,41.0,163
APP001439,CUST005039,2023-08-06,Wedding,47500,24,13.85,Online,0,Phillip,Reynolds,2005-01-19,18,F,NSW,2133,Part-Time,66,26779.34,Renting,0,2024-05-19,610,3,3,1,59.0,21103.74,67.1,137
APP001440,CUST004252,2023-04-24,Car Purchase,9500,36,19.86,Branch,0,Daniel,Lee,1969-10-05,54,F,NSW,1143,Full-Time,12,62071.7,Living with Family,0,2017-02-23,651,0,3,0,,16017.29,16.7,67
APP001447,CUST003816,2023-08-29,Wedding,8500,60,16.25,Broker,0,Felicia,Gutierrez,1961-06-04,62,M,VIC,5153,Full-Time,44,47478.64,Mortgage,0,2024-12-30,730,3,2,0,,12487.56,22.1,70
APP001450,CUST005780,2023-10-12,Car Purchase,5500,48,8.55,Online,0,Stacy,Wolfe,1973-10-01,50,F,VIC,2545,Self-Employed,80,54877.62,Renting,0,2018-10-14,789,1,1,0,,5990.28,35.6,55
APP001453,CUST004708,2024-03-14,Car Purchase,45500,48,8.66,Online,0,Terry,Brown,1990-08-28,33,M,VIC,2627,Full-Time,130,50061.07,Mortgage,3,2018-09-17,735,1,7,0,,15437.76,12.2,110
APP001454,CUST004453,2023-06-22,Medical,7500,36,9.48,Broker,0,Sarah,French,1965-01-08,59,F,QLD,3911,Casual,1,30161.08,Renting,2,2024-01-21,683,1,6,0,,12111.86,47.1,136
APP001457,CUST005696,2023-04-02,Car Purchase,8500,60,21.86,Online,0,Mark,Houston,1956-02-05,67,M,QLD,216,Casual,53,22086.76,Living with Family,0,2020-06-15,641,2,1,0,,29299.37,30.5,99
APP001458,CUST000738,2023-03-13,Debt Consolidation,24000,36,20.6,Online,0,Christine,Diaz,2000-12-08,23,M,VIC,835,Self-Employed,9,60915.03,Mortgage,0,2023-03-19,682,0,4,0,,16086.74,59.4,123
APP001460,CUST002196,2023-12-12,Debt Consolidation,16500,36,10.3,Online,0,Kimberly,Roman,1950-01-21,73,M,VIC,2656,Full-Time,6,75356.82,Mortgage,3,2017-02-13,765,1,7,0,,14500.0,0.0,122
APP001465,CUST002929,2023-12-16,Other,41500,60,10.28,Online,0,Justin,Bowman,1965-07-09,58,M,QLD,2927,Full-Time,6,102994.97,Owner,1,2016-10-14,824,1,3,0,,8368.37,37.0,145
APP001469,CUST004416,2023-06-30,Other,40000,60,9.06,Branch,0,Timothy,Moore,1951-09-19,72,M,WA,2920,Casual,70,56494.88,Mortgage,0,2018-02-18,866,1,1,0,,0.0,9.0,85
APP001473,CUST000968,2024-01-11,Other,21000,60,8.03,Online,0,Sherry,Hooper,1966-07-15,57,M,QLD,5297,Full-Time,11,56496.12,Renting,1,2019-10-10,583,1,1,0,,0.0,47.9,105
APP001475,CUST000174,2023-02-01,Car Purchase,42000,12,17.28,Broker,0,Richard,Parks,1977-07-04,46,F,QLD,2920,Full-Time,70,77405.9,Renting,0,2023-02-19,753,1,3,0,,14436.27,46.8,167
APP001477,CUST004832,2023-02-04,Home Renovation,3000,60,8.82,Broker,0,Brittney,Chambers,1978-12-29,45,M,NSW,2607,Full-Time,16,56055.56,Renting,0,2023-03-24,840,0,4,0,,0.0,33.0,102
APP001480,CUST003318,2023-07-18,Wedding,42500,36,20.25,Online,0,Meghan,Smith,1993-06-06,30,M,VIC,2180,Full-Time,34,65387.7,Renting,1,2022-09-17,650,1,4,0,,22580.71,6.3,107
APP001481,CUST001757,2023-03-02,Wedding,29000,60,20.09,Broker,0,Debra,Thomas,1971-04-13,52,F,SA,8395,Self-Employed,7,60133.11,Renting,0,2021-05-26,636,1,2,0,,13810.67,57.6,191
APP001482,CUST001675,2023-08-28,Car Purchase,10000,24,16.17,Broker,1,Benjamin,Howard,1950-03-29,73,F,WA,983,Part-Time,23,29570.85,Living with Family,0,2020-05-27,598,3,1,1,56.0,20353.27,75.3,85
APP001484,CUST003635,2023-04-19,Debt Consolidation,21500,48,21.16,Broker,0,Shawn,Stark,1978-08-16,45,F,VIC,7273,Full-Time,14,72532.04,Mortgage,0,2017-08-31,837,0,4,0,,2401.46,22.0,60
APP001487,CUST003588,2023-10-25,Debt Consolidation,16500,24,8.31,Online,0,Ashley,Rhodes,2005-01-07,18,M,WA,2959,Self-Employed,17,34840.21,Mortgage,4,2024-03-06,728,1,4,0,,36289.34,51.0,3
APP001488,CUST003672,2023-09-02,Wedding,28000,48,14.53,Broker,0,Calvin,Perez,1955-01-26,68,F,QLD,2918,Full-Time,3,92022.75,Mortgage,0,2020-06-09,745,2,3,0,,14901.28,13.1,152
APP001490,CUST004496,2023-01-02,Wedding,30500,48,20.57,Branch,0,Carol,Young,2000-05-31,23,F,WA,2627,Full-Time,1,121535.15,Mortgage,2,2022-12-26,658,1,5,0,,0.0,36.4,99
APP001491,CUST001925,2023-10-20,Debt Consolidation,43000,12,9.55,Branch,0,Sheryl,Martinez,2000-08-17,23,M,TAS,2980,Part-Time,15,63379.57,Owner,1,2020-09-20,750,2,4,0,,234.34,39.2,33
APP001492,CUST001265,2023-08-23,Debt Consolidation,8500,36,20.52,Branch,0,Bradley,Mcclure,1990-04-01,33,F,VIC,2644,Casual,115,30839.1,Renting,3,2024-08-31,690,1,3,0,,1131.42,67.2,111
APP001500,CUST002061,2023-08-26,Wedding,4500,36,19.48,Broker,0,Kevin,Williams,1974-10-07,49,F,NSW,283,Full-Time,32,62648.79,Owner,3,2025-08-11,810,0,4,0,,0.0,25.3,129
APP001503,CUST001112,2024-01-28,Debt Consolidation,35000,48,11.0,Online,0,Allen,Waller,1956-03-20,67,M,VIC,2037,Part-Time,64,39035.55,Renting,2,2022-07-25,651,3,3,0,,31057.98,20.2,32
APP001505,CUST000334,2024-01-27,Home Renovation,39500,36,12.8,Broker,0,Ivan,Medina,1967-02-13,56,M,VIC,2693,Full-Time,64,43221.12,Renting,0,2019-06-07,692,2,1,0,,16513.36,56.2,43
APP001506,CUST005448,2023-03-21,Debt Consolidation,22000,36,9.68,Online,0,Amanda,Simpson,1982-12-22,41,F,VIC,2629,Full-Time,57,65770.02,Renting,2,2021-10-01,691,3,5,0,,17315.04,31.7,40
APP001507,CUST005420,2023-06-22,Wedding,9000,24,10.59,Branch,0,Erik,Benton,2004-09-28,19,F,QLD,2957,Full-Time,40,58261.57,Mortgage,0,2017-10-14,645,2,4,0,,11462.29,37.8,53
APP001508,CUST001233,2023-06-28,Home Renovation,26500,12,7.67,Online,0,Karen,Newman,1979-03-24,44,M,QLD,3578,Full-Time,22,41228.77,Renting,3,2020-11-26,727,2,3,0,,21231.26,63.3,58
APP001510,CUST004637,2023-02-03,Debt Consolidation,38500,60,21.75,Branch,0,Wendy,Anderson,1993-11-11,30,F,QLD,2973,Part-Time,29,19420.07,Owner,0,2025-07-28,676,0,3,0,,7486.37,83.2,75
APP001511,CUST000231,2023-06-06,Medical,15000,36,8.86,Broker,0,Andrew,Lewis,2002-04-07,21,M,NSW,2638,Self-Employed,52,118283.5,Living with Family,1,2025-03-09,745,1,3,0,,21510.07,35.9,143
APP001513,CUST004231,2023-10-19,Car Purchase,34500,48,17.14,Online,0,Elizabeth,Cardenas,1964-12-20,59,M,QLD,2787,Full-Time,76,99707.0,Renting,0,2017-12-04,811,2,2,0,,7146.33,3.3,135
APP001514,CUST003570,2023-08-06,Wedding,2500,60,15.17,Branch,0,Shannon,Hunter,1968-03-17,55,M,QLD,2857,Full-Time,12,79250.78,Living with Family,1,2022-09-18,612,4,3,0,,28515.25,47.1,108
APP001515,CUST005793,2024-02-08,Car Purchase,46500,24,12.69,Online,0,Richard,Nichols,1986-09-23,37,M,VIC,1324,Full-Time,122,118604.32,Renting,1,2025-09-06,856,0,7,0,,0.0,27.9,96
APP001516,CUST000228,2023-10-26,Debt Consolidation,21000,48,14.77,Broker,0,Paul,Miller,1971-06-02,52,M,ACT,2680,Self-Employed,96,44918.36,Mortgage,2,2019-08-05,667,1,2,0,,17095.9,55.2,75
APP001517,CUST005372,2023-12-31,Travel,23000,48,20.0,Online,0,Jessica,Swanson,1959-10-12,64,M,VIC,2920,Full-Time,15,68422.34,Renting,2,2023-02-10,806,1,2,0,,11007.44,47.8,129
APP001518,CUST000841,2024-01-31,Wedding,8000,48,11.43,Broker,1,Cindy,Palmer,1950-08-12,73,M,WA,2678,Self-Employed,12,51466.03,Renting,2,2019-11-17,656,2,0,0,,21531.64,74.6,207
APP001519,CUST002192,2023-05-13,Debt Consolidation,13000,60,10.9,Broker,0,Gabriela,Watkins,1955-03-27,68,M,NSW,2087,Full-Time,5,65953.12,Living with Family,0,2017-05-07,775,0,4,0,,0.0,0.0,113
APP001520,CUST005718,2023-06-11,Car Purchase,6500,24,14.51,Broker,0,Robert,Taylor,1988-05-13,35,M,VIC,2385,Self-Employed,82,80870.85,Mortgage,0,2018-07-10,830,0,5,0,,0.0,0.0,120
APP001523,CUST001024,2023-04-13,Home Renovation,4500,36,18.48,Broker,0,Brittany,Gray,1965-01-01,59,M,SA,2964,Full-Time,11,36022.25,Mortgage,2,2019-08-11,703,2,3,1,20.0,29071.68,52.0,3
APP001525,CUST003339,2023-07-27,Car Purchase,36500,24,18.98,Broker,0,Natasha,Barrera,1987-12-31,36,F,VIC,2942,Full-Time,70,81506.23,Renting,1,2019-02-28,769,1,3,0,,20191.0,48.8,131
APP001526,CUST004571,2023-08-12,Travel,6000,36,12.5,Online,0,Brenda,Griffith,2001-03-27,22,M,QLD,1746,Full-Time,28,73621.43,Renting,0,2024-11-05,726,1,3,0,,11967.37,61.5,50
APP001527,CUST004549,2023-11-30,Debt Consolidation,14500,24,16.84,Branch,0,Andrea,Garcia,1992-04-27,31,F,QLD,2576,Self-Employed,63,68869.54,Renting,1,2019-06-02,597,3,3,0,,9728.3,54.5,173
APP001528,CUST004879,2023-02-04,Medical,39000,36,13.63,Online,0,James,Harrison,1986-02-23,37,M,VIC,2969,Full-Time,56,85156.74,Mortgage,0,2019-12-29,508,2,2,2,9.0,27376.96,64.9,82
APP001530,CUST005031,2023-11-08,Car Purchase,42000,60,14.02,Online,0,Angela,Mcmahon,1969-12-28,54,M,WA,2918,Full-Time,16,64744.75,Mortgage,0,2016-10-15,686,0,5,0,,15123.71,44.1,98
APP001531,CUST005570,2023-02-12,Other,37000,24,20.04,Broker,0,Tina,Sanchez,1986-12-02,37,M,NSW,2628,Casual,56,43201.67,Living with Family,1,2018-05-30,608,2,3,1,5.0,11202.63,45.5,140
APP001533,CUST000022,2023-09-14,Other,5500,48,15.73,Broker,0,Natasha,Decker,2003-08-13,20,M,QLD,2933,Full-Time,64,96091.5,Owner,0,2017-03-31,747,1,4,0,,8646.67,35.9,131
APP001536,CUST000048,2023-08-24,Travel,35000,60,9.59,Branch,0,Matthew,Anderson,1952-04-13,71,F,VIC,2727,Part-Time,69,25617.57,Renting,0,2021-09-09,867,0,5,0,,0.0,29.9,88
APP001538,CUST001572,2024-03-26,Car Purchase,7000,60,16.82,Online,0,Shawn,Baker,1988-02-12,35,F,QLD,9156,Self-Employed,51,70073.25,Mortgage,0,2018-08-20,804,2,4,0,,0.0,0.0,119
APP001539,CUST005768,2023-03-30,Debt Consolidation,42500,60,13.25,Online,0,Marie,Smith,1995-01-11,28,M,NSW,2679,Full-Time,14,54520.89,Renting,3,2022-03-26,710,2,3,0,,0.0,48.1,73
APP001542,CUST005487,2023-02-20,Wedding,41500,36,22.02,Online,0,Barbara,Berg,1996-01-18,27,F,NSW,7427,Full-Time,16,70071.63,Mortgage,3,2023-02-04,626,0,0,0,,18479.73,20.4,125
APP001543,CUST004682,2023-01-30,Car Purchase,25500,12,18.4,Online,0,John,Higgins,1977-06-24,46,F,VIC,2966,Full-Time,44,74532.81,Renting,3,2017-10-17,828,1,6,0,,0.0,0.0,72
APP001544,CUST001555,2023-10-08,Debt Consolidation,12500,36,20.02,Online,0,Leah,Cummings,1955-03-31,68,M,NSW,2855,Casual,5,26866.53,Mortgage,0,2020-04-29,468,9,2,0,,40896.67,89.5,71
APP001545,CUST005766,2023-04-10,Home Renovation,29000,12,15.87,Branch,0,Seth,Barnes,1981-03-05,42,M,TAS,2906,Full-Time,17,88935.54,Owner,0,2024-05-25,634,3,5,0,,6342.28,56.4,116
APP001546,CUST002779,2023-02-01,Car Purchase,39500,48,9.26,Online,0,Thomas,Wilson,1965-11-28,58,M,VIC,2498,Part-Time,33,42794.02,Living with Family,2,2025-01-20,599,4,1,1,43.0,31329.54,52.7,85
APP001548,CUST000804,2023-07-18,Car Purchase,28000,24,15.89,Online,0,Deborah,Dawson,1968-07-10,55,M,QLD,2641,Full-Time,1,66010.44,Renting,2,2017-07-18,544,1,3,0,,22023.09,67.1,66
APP001549,CUST001911,2023-10-10,Debt Consolidation,30000,60,8.24,Online,0,Erica,Padilla,1969-01-15,54,M,NSW,2790,Self-Employed,18,69400.02,Owner,0,2017-12-27,713,1,9,0,,7807.87,47.3,95
APP001550,CUST005083,2023-11-13,Home Renovation,41500,24,14.02,Broker,0,Nicole,Bruce,1992-08-12,31,M,VIC,2089,Casual,4,29913.27,Renting,0,2017-12-13,768,0,2,0,,15518.55,40.1,94
APP001551,CUST004923,2023-03-24,Car Purchase,36500,24,12.06,Broker,0,William,Jacobs,1987-11-24,36,M,VIC,2509,Part-Time,27,32637.81,Owner,2,2023-01-22,702,0,4,0,,8675.79,22.5,75
APP001553,CUST004552,2024-03-18,Car Purchase,32000,12,10.37,Broker,0,Corey,Higgins,1990-08-15,33,M,VIC,2661,Self-Employed,34,56658.07,Renting,2,2019-09-11,778,0,8,0,,10363.82,30.4,67
APP001555,CUST004870,2023-06-29,Car Purchase,41000,36,16.61,Online,0,James,Hart,1966-06-28,57,M,SA,2944,Part-Time,14,60051.96,Renting,0,2020-06-16,499,7,1,0,,36329.89,40.7,88
APP001558,CUST001293,2023-02-12,Wedding,41000,24,12.39,Online,0,Laura,Harris,1981-07-23,42,F,WA,3167,Self-Employed,1,55145.09,Renting,0,2019-07-12,661,2,0,0,,9309.07,69.9,173
APP001559,CUST001150,2023-04-17,Home Renovation,20000,36,17.21,Broker,0,Vanessa,Cunningham,1996-06-09,27,M,NSW,989,Full-Time,63,47091.12,Renting,3,2018-10-30,803,1,4,0,,19027.07,28.5,124
APP001562,CUST003022,2023-12-16,Travel,35000,36,21.98,Branch,0,Colin,Martin,1989-10-13,34,M,NSW,2661,Part-Time,118,52368.03,Renting,1,2023-05-06,755,2,3,0,,7225.9,42.0,119
APP001563,CUST001536,2023-07-09,Debt Consolidation,41500,24,10.34,Online,0,Christina,Payne,1977-10-17,46,M,VIC,2648,Part-Time,6,15000.0,Renting,3,2023-05-26,613,2,4,1,40.0,39548.09,70.2,110
APP001564,CUST004089,2023-07-18,Debt Consolidation,38500,36,10.32,Online,0,Jessica,Henderson,1954-03-03,69,F,QLD,2016,Full-Time,2,64713.96,Mortgage,3,2021-02-23,768,1,4,0,,14651.96,46.8,84
APP001566,CUST003104,2023-09-27,Car Purchase,34500,24,12.35,Broker,0,Michael,Meyer,1990-11-27,33,F,QLD,8190,Self-Employed,14,80779.37,Renting,0,2018-05-03,679,3,6,0,,13460.37,66.5,162
APP001567,CUST000493,2023-04-03,Debt Consolidation,10000,60,19.37,Online,0,Kenneth,Flores,1998-10-12,25,M,NSW,2515,Full-Time,30,57119.59,Mortgage,0,2018-04-04,767,3,0,0,,15527.7,8.8,36
APP001569,CUST002085,2023-05-09,Car Purchase,18500,36,11.91,Broker,0,Ruth,Burns,1979-11-29,44,F,SA,2640,Full-Time,25,66373.1,Renting,0,2022-07-27,610,2,4,0,,1018.24,64.9,88
APP001573,CUST001670,2023-12-17,Debt Consolidation,11000,36,15.41,Broker,0,Ashley,Stone,1982-12-09,41,M,WA,2646,Full-Time,51,106836.49,Renting,1,2020-12-06,737,1,3,0,,3362.96,4.1,137
APP001575,CUST002419,2023-05-16,Medical,10000,12,19.94,Online,0,Edward,Adams,1963-05-28,60,F,NSW,2685,Self-Employed,54,74131.17,Living with Family,4,2020-01-19,618,0,5,0,,22120.92,29.4,146
APP001576,CUST003683,2024-01-08,Car Purchase,48500,48,9.82,Broker,0,Luis,Booth,1951-07-22,72,M,WA,6222,Full-Time,38,85453.26,Living with Family,1,2017-02-24,664,0,5,0,,7742.34,58.6,3
APP001577,CUST004065,2024-02-18,Travel,22000,60,20.55,Online,0,Chad,Day,1997-05-23,26,M,TAS,2946,Full-Time,31,59429.37,Living with Family,1,2019-08-08,738,0,5,0,,13701.15,47.5,74
APP001578,CUST001507,2023-07-28,Debt Consolidation,12500,36,18.69,Broker,0,Beth,Johnson,1986-10-13,37,F,QLD,2666,Full-Time,1,38529.87,Renting,0,2022-12-29,681,1,4,0,,24559.21,25.3,57
APP001582,CUST005167,2023-02-17,Debt Consolidation,26500,24,15.79,Broker,0,Douglas,Johnson,1982-12-28,41,F,NSW,2315,Self-Employed,3,82204.33,Renting,0,2023-02-12,693,2,2,0,,23478.73,78.7,88
APP001583,CUST000150,2023-07-29,Car Purchase,32500,24,21.16,Online,0,Victoria,Phillips,1983-01-24,40,F,NSW,2994,Casual,94,31172.26,Renting,0,2016-10-18,563,4,4,1,20.0,46673.45,76.2,36
APP001584,CUST003281,2023-02-15,Other,3000,36,18.73,Branch,0,Scott,Nicholson,1960-07-01,63,M,SA,2938,Full-Time,5,60233.72,Renting,0,2024-05-06,432,5,0,1,48.0,44873.23,90.0,76
APP001585,CUST002299,2023-03-27,Debt Consolidation,39000,36,12.16,Online,0,Frederick,Collins,1954-10-21,69,M,QLD,2509,Full-Time,35,93807.14,Owner,3,2017-06-19,678,1,3,0,,10750.73,67.6,109
APP001586,CUST003899,2023-03-15,Car Purchase,17000,60,9.08,Online,0,Dawn,Vaughan,1959-10-16,64,M,NSW,2954,Part-Time,12,28816.05,Renting,1,2017-04-21,736,2,3,0,,6671.79,24.6,106
APP001587,CUST004258,2024-03-07,Debt Consolidation,38500,24,13.19,Branch,0,Terri,Cooper,1979-07-09,44,F,NSW,237,Casual,29,44247.08,Renting,2,2024-01-05,686,1,4,0,,18451.41,28.1,124
APP001588,CUST005020,2023-12-09,Debt Consolidation,7000,48,16.01,Online,0,William,Watts,1969-06-19,54,M,ACT,9610,Full-Time,25,86835.53,Owner,0,2025-01-27,732,2,5,0,,17709.26,57.1,69
APP001589,CUST004259,2023-08-11,Car Purchase,35500,48,8.82,Branch,0,Jasmine,Marsh,2004-08-04,19,M,SA,2638,Full-Time,69,102555.15,Renting,1,2024-07-01,792,1,8,0,,0.0,27.7,77
APP001590,CUST004315,2023-12-03,Car Purchase,33500,48,8.62,Broker,0,Nicole,Zamora,1999-09-28,24,F,SA,2619,Full-Time,3,53835.39,Owner,0,2020-02-05,681,1,5,0,,8048.41,42.2,149
APP001594,CUST001664,2023-04-03,Medical,40500,36,18.54,Online,0,Joseph,Chapman,1998-03-26,25,F,VIC,2931,Full-Time,109,95015.73,Renting,1,2017-04-06,778,1,6,0,,18153.28,21.2,46
APP001596,CUST003929,2023-08-23,Debt Consolidation,30000,60,12.1,Broker,0,Tanya,Morales,1982-11-18,41,M,QLD,7522,Self-Employed,107,91548.87,Renting,3,2018-03-08,663,0,6,0,,4313.5,35.5,70
APP001599,CUST005537,2023-07-21,Home Renovation,21500,48,7.64,Broker,0,David,Riley,1981-04-21,42,F,NSW,2664,Self-Employed,1,50170.33,Owner,1,2020-12-11,794,1,8,0,,6367.11,7.0,53
APP001601,CUST002593,2024-02-20,Car Purchase,5000,48,10.04,Online,0,Lisa,Parks,1978-01-31,45,F,NSW,2908,Casual,54,60557.3,Living with Family,4,2021-04-03,805,1,6,0,,5900.87,35.1,38
APP001602,CUST002118,2023-04-14,Debt Consolidation,36000,36,16.86,Branch,0,Crystal,Morgan,2005-03-23,18,F,QLD,2939,Casual,52,41987.55,Mortgage,3,2020-08-02,532,3,3,0,,10067.12,46.9,152
APP001604,CUST004127,2023-01-06,Car Purchase,46000,48,14.89,Broker,0,Steven,Silva,1966-01-02,58,F,QLD,2996,Full-Time,136,97961.79,Mortgage,2,2021-08-26,737,0,2,0,,18407.36,38.8,13
APP001605,CUST005088,2024-03-16,Other,47500,24,18.7,Branch,0,Sergio,Huff,1968-11-07,55,M,NSW,977,Part-Time,2,43525.35,Living with Family,2,2019-03-03,651,2,3,0,,36007.84,56.0,88
APP001607,CUST003865,2023-01-11,Medical,21000,48,21.85,Online,0,Sherry,Simmons,1979-10-06,44,F,VIC,2690,Self-Employed,109,35507.56,Renting,1,2023-12-17,649,4,6,0,,18712.83,50.6,97
APP001609,CUST005203,2023-08-29,Car Purchase,46000,36,13.02,Broker,0,Cassandra,Garza,1971-05-09,52,F,NSW,2619,Full-Time,14,78605.63,Owner,0,2018-04-28,613,4,4,0,,10233.08,28.6,78
APP001610,CUST005890,2023-05-20,Wedding,23000,36,19.58,Broker,0,Mary,Morris,2002-07-09,21,F,VIC,6259,Full-Time,3,89698.17,Renting,2,2017-03-22,652,4,3,0,,19591.83,80.0,126
APP001611,CUST000386,2024-01-14,Debt Consolidation,36000,36,9.66,Online,0,Brianna,Mason,1994-07-10,29,F,NSW,2960,Full-Time,23,92145.66,Owner,0,2021-01-25,858,3,6,0,,676.34,0.0,49
APP001614,CUST005573,2023-08-11,Home Renovation,46500,12,11.82,Broker,0,Melissa,Ferguson,2001-08-28,22,F,NSW,2399,Part-Time,40,50755.74,Renting,0,2017-01-29,595,1,6,0,,19433.27,61.3,119
APP001616,CUST005818,2023-02-02,Medical,34500,48,18.36,Broker,0,Douglas,Hill,1993-04-29,30,F,QLD,2944,Full-Time,4,49435.15,Renting,0,2017-05-17,666,1,1,0,,16258.95,55.9,102
APP001618,CUST000823,2023-06-15,Home Renovation,32500,60,14.6,Branch,0,Matthew,Castro,1973-09-28,50,F,QLD,930,Full-Time,74,53520.77,Owner,0,2022-06-28,629,2,2,0,,15713.15,70.5,114
APP001619,CUST004413,2024-01-21,Debt Consolidation,14500,60,10.53,Online,0,Alexandra,Russell,1963-10-29,60,M,NSW,3785,Full-Time,28,112020.9,Mortgage,1,2017-07-10,826,1,5,0,,21758.29,35.7,139
APP001620,CUST000085,2023-04-28,Debt Consolidation,33000,36,15.62,Broker,0,Brett,Crane,1993-03-03,30,F,WA,2681,Self-Employed,23,56835.49,Mortgage,1,2023-10-03,591,2,2,1,33.0,38200.29,59.1,89
APP001625,CUST003144,2023-02-12,Home Renovation,39000,60,11.1,Online,0,Michael,Hunt,1987-07-15,36,F,WA,2683,Self-Employed,43,38645.57,Living with Family,4,2020-05-14,708,4,3,0,,25130.64,35.9,109
APP001628,CUST000101,2023-07-16,Medical,28500,48,21.32,Online,0,Angela,Cooper,1971-02-17,52,M,VIC,9557,Full-Time,20,106108.41,Renting,1,2019-03-01,686,1,4,0,,12251.19,39.0,34
APP001630,CUST003207,2023-04-16,Home Renovation,7000,36,15.47,Online,0,Michael,Maddox,1995-07-12,28,M,VIC,242,Full-Time,37,73579.92,Renting,0,2025-04-14,565,4,8,0,,39461.11,100.0,119
APP001632,CUST005549,2023-07-31,Car Purchase,4500,36,14.67,Online,0,Jonathan,Robinson,1980-06-11,43,M,QLD,3715,Self-Employed,10,35635.46,Owner,1,2024-12-10,557,0,4,2,54.0,34448.38,48.1,76
APP001635,CUST001902,2023-06-13,Debt Consolidation,25500,24,19.02,Online,0,Jason,Shaw,1961-04-18,62,F,QLD,2811,Full-Time,35,60946.31,Mortgage,3,2018-11-30,669,2,3,1,1.0,3109.08,32.6,68
APP001636,CUST003813,2023-12-23,Car Purchase,22000,36,20.05,Online,0,Heidi,Russo,1982-06-22,41,M,NSW,2332,Part-Time,42,43458.76,Living with Family,1,2019-01-23,631,0,3,0,,11574.78,100.0,103
APP001637,CUST000925,2023-12-27,Wedding,31000,36,14.99,Online,0,Steven,Sims,1979-03-01,44,F,WA,2674,Full-Time,6,73467.29,Mortgage,3,2017-03-15,714,3,1,0,,13210.99,72.7,107
APP001639,CUST001248,2023-05-14,Wedding,28000,48,21.28,Branch,0,Nicholas,Ray,1982-02-12,41,M,NSW,2624,Full-Time,10,85432.93,Living with Family,0,2025-03-19,729,2,3,0,,27429.46,52.4,85
APP001640,CUST003794,2023-07-15,Home Renovation,34500,24,18.03,Online,0,Dawn,Lewis,1983-02-28,40,M,NSW,837,Part-Time,7,44621.87,Renting,2,2022-02-28,616,3,0,0,,16140.96,55.3,143
APP001642,CUST002069,2023-01-12,Car Purchase,12500,24,8.61,Online,0,Ashley,Jackson,1961-09-13,62,M,NSW,5269,Full-Time,2,44212.06,Renting,4,2023-10-05,723,1,1,0,,1849.45,66.3,40
APP001644,CUST003094,2024-03-28,Travel,36000,24,10.07,Branch,0,Michelle,Kelly,1979-06-01,44,M,NSW,2913,Full-Time,6,53039.95,Mortgage,1,2019-05-11,782,0,2,0,,0.0,38.1,89
APP001645,CUST000139,2024-02-09,Car Purchase,44500,12,7.93,Broker,0,Jennifer,Ortiz,1976-03-24,47,F,SA,2631,Full-Time,92,52703.28,Renting,3,2020-12-13,694,2,3,0,,11860.44,33.2,111
APP001646,CUST002774,2023-09-21,Home Renovation,8000,12,16.48,Online,0,Nicole,Manning,1954-06-02,69,M,VIC,2687,Full-Time,25,123177.4,Owner,2,2017-03-16,831,1,6,0,,1093.61,14.8,61
APP001647,CUST003025,2023-02-05,Debt Consolidation,12500,24,10.39,Online,0,Jacob,Davis,1981-04-11,42,M,QLD,2940,Full-Time,70,43763.43,Owner,2,2019-08-31,648,1,6,0,,17596.14,47.1,48
APP001649,CUST002325,2023-09-08,Car Purchase,8500,24,19.37,Online,0,Betty,Ferguson,1978-07-13,45,F,VIC,9413,Part-Time,39,29765.59,Renting,3,2025-01-20,667,0,6,0,,10309.98,60.0,51
APP001651,CUST002458,2023-07-30,Car Purchase,24500,48,12.82,Online,0,Luke,Mcgee,1976-02-26,47,M,NSW,2523,Part-Time,6,35029.15,Mortgage,2,2019-01-04,686,1,4,0,,18774.52,34.0,127
APP001652,CUST004162,2023-10-28,Home Renovation,21500,60,7.87,Broker,0,Sarah,Morales,1978-09-06,45,F,NSW,2989,Full-Time,13,93636.78,Living with Family,0,2021-11-03,701,1,3,0,,16274.56,40.7,121
APP001653,CUST004771,2024-01-15,Other,45000,48,9.67,Branch,0,Kelly,Keith,1994-11-13,29,M,NSW,4883,Full-Time,1,103608.84,Living with Family,0,2022-05-01,620,1,6,0,,1990.02,36.8,3
APP001654,CUST005789,2024-01-08,Debt Consolidation,20500,24,19.25,Online,0,Brett,Dorsey,2005-01-01,19,F,SA,2935,Full-Time,46,56701.58,Owner,0,2020-02-12,718,1,6,0,,16278.19,44.3,70
